Gene	Module	kME
4207	P1_I42_M1	0.95
4208	P1_I42_M1	0.87
4209	UNCLASSIFIED	NA
4210	P1_I42_M1	0.98
4211	P1_I42_M1	0.93
4212	P1_I42_M1	0.93
4213	P1_I42_M1	0.91
4214	UNCLASSIFIED	NA
4215	P1_I42_M1	0.93
4216	P6_I5_M3	0.88
4217	UNCLASSIFIED	NA
4218	P1_I42_M1	0.93
4219	UNCLASSIFIED	NA
4220	P2_I7_M1	0.8
4221	P1_I42_M1	0.96
4222	P2_I7_M3	0.89
4223	P1_I42_M1	0.96
4224	P1_I42_M1	0.88
4225	P1_I42_M1	0.93
4226	P1_I42_M1	0.94
4227	UNCLASSIFIED	NA
4228	UNCLASSIFIED	NA
4229	P1_I42_M1	0.87
4230	P1_I42_M1	0.95
4231	P1_I42_M1	0.92
4232	P2_I7_M4	0.87
4233	UNCLASSIFIED	NA
4234	P1_I42_M1	0.88
4235	UNCLASSIFIED	NA
4236	P2_I7_M3	0.91
4237	P1_I42_M1	0.97
4238	P1_I42_M1	0.94
4239	P1_I42_M1	0.87
4240	P1_I42_M1	0.95
4241	P7_I3_M1	0.82
4242	P1_I42_M1	0.93
4243	P1_I42_M1	0.93
4244	P3_I7_M8	0.93
4245	UNCLASSIFIED	NA
4246	P1_I42_M1	0.93
4247	UNCLASSIFIED	NA
4248	P1_I42_M1	0.96
4249	UNCLASSIFIED	NA
4250	UNCLASSIFIED	NA
4251	UNCLASSIFIED	NA
4252	P1_I42_M1	0.86
4253	P3_I7_M6	0.82
4254	UNCLASSIFIED	NA
4255	P1_I42_M1	0.97
4256	P5_I5_M2	0.84
4257	UNCLASSIFIED	NA
4258	UNCLASSIFIED	NA
4259	P2_I7_M1	0.91
4260	P1_I42_M1	0.93
4261	P2_I7_M4	0.94
4262	P1_I42_M1	0.93
4263	P1_I42_M1	0.92
4264	P1_I42_M1	0.96
4265	UNCLASSIFIED	NA
4266	UNCLASSIFIED	NA
4267	UNCLASSIFIED	NA
4268	UNCLASSIFIED	NA
4269	P1_I42_M1	0.94
4270	UNCLASSIFIED	NA
4271	P1_I42_M1	0.92
4272	P1_I42_M1	0.86
4273	P2_I7_M3	0.94
4274	UNCLASSIFIED	NA
4275	UNCLASSIFIED	NA
4276	P1_I42_M1	0.87
4277	UNCLASSIFIED	NA
4278	P1_I42_M1	0.96
4279	P1_I42_M1	0.94
4280	P1_I42_M1	0.87
4281	P1_I42_M1	0.92
4282	P2_I7_M3	0.91
4283	UNCLASSIFIED	NA
4284	UNCLASSIFIED	NA
4285	UNCLASSIFIED	NA
4286	UNCLASSIFIED	NA
4287	P2_I7_M3	0.96
4288	P5_I5_M1	0.82
4289	P1_I42_M1	0.86
4290	P1_I42_M1	0.94
4291	P1_I42_M1	0.92
4292	P3_I7_M3	0.94
4293	P2_I7_M4	0.9
4294	P1_I42_M1	0.93
4295	P3_I7_M6	0.86
4296	P3_I7_M4	0.84
4297	UNCLASSIFIED	NA
4298	P3_I7_M3	0.84
4299	UNCLASSIFIED	NA
4300	P1_I42_M1	0.91
4301	P5_I5_M3	0.88
4302	P1_I42_M1	0.87
4303	P1_I42_M1	0.93
4304	UNCLASSIFIED	NA
4305	UNCLASSIFIED	NA
4306	UNCLASSIFIED	NA
4307	UNCLASSIFIED	NA
4308	UNCLASSIFIED	NA
4309	P1_I42_M1	0.86
4310	P1_I42_M1	0.88
4311	P1_I42_M1	0.96
4312	P2_I7_M2	0.9
4313	P3_I7_M6	0.87
4314	UNCLASSIFIED	NA
4315	P1_I42_M1	0.89
4316	P1_I42_M1	0.91
4317	P2_I7_M3	0.88
4318	UNCLASSIFIED	NA
4319	P3_I7_M2	0.85
4320	P2_I7_M3	0.88
4321	UNCLASSIFIED	NA
4322	P5_I5_M4	0.83
4323	P1_I42_M1	0.96
4324	P1_I42_M1	0.86
4325	P3_I7_M4	0.88
4326	UNCLASSIFIED	NA
4327	P4_I6_M1	0.94
4328	P1_I42_M1	0.92
4329	UNCLASSIFIED	NA
4330	P1_I42_M1	0.82
4331	UNCLASSIFIED	NA
4332	P1_I42_M1	0.96
4333	UNCLASSIFIED	NA
4334	P1_I42_M1	0.94
4335	P1_I42_M1	0.96
4336	P1_I42_M1	0.94
4337	P2_I7_M1	0.84
4338	P2_I7_M3	0.9
4339	UNCLASSIFIED	NA
4340	UNCLASSIFIED	NA
4341	P1_I42_M1	0.96
4342	UNCLASSIFIED	NA
4343	P1_I42_M1	0.94
4344	UNCLASSIFIED	NA
4345	P1_I42_M1	0.97
4346	UNCLASSIFIED	NA
4347	P1_I42_M1	0.97
4348	P1_I42_M1	0.95
4349	UNCLASSIFIED	NA
4350	P2_I7_M2	0.88
4351	P1_I42_M1	0.88
4352	P2_I7_M1	0.81
4353	P1_I42_M1	0.83
4354	P1_I42_M1	0.91
4355	UNCLASSIFIED	NA
4356	P2_I7_M2	0.89
4357	UNCLASSIFIED	NA
4358	P1_I42_M1	0.88
4359	P1_I42_M1	0.95
4360	P1_I42_M1	0.98
4361	UNCLASSIFIED	NA
4362	UNCLASSIFIED	NA
4363	P1_I42_M1	0.94
4364	UNCLASSIFIED	NA
4365	P6_I5_M1	0.81
4366	P1_I42_M1	0.91
4367	UNCLASSIFIED	NA
4368	P3_I7_M3	0.91
4369	P2_I7_M4	0.92
4370	P1_I42_M1	0.88
4371	P1_I42_M1	0.9
4372	P2_I7_M4	0.86
4373	UNCLASSIFIED	NA
4374	P1_I42_M1	0.94
4375	UNCLASSIFIED	NA
4376	UNCLASSIFIED	NA
4377	P1_I42_M1	0.85
4378	P3_I7_M2	0.87
4379	P2_I7_M2	0.88
4380	P1_I42_M1	0.94
4381	UNCLASSIFIED	NA
4382	P1_I42_M1	0.97
4383	P5_I5_M1	0.82
4384	P1_I42_M1	0.96
4385	P1_I42_M1	0.87
4386	P1_I42_M1	0.93
4387	P1_I42_M1	0.94
4388	P2_I7_M1	0.89
4389	UNCLASSIFIED	NA
4390	P1_I42_M1	0.91
4391	P1_I42_M1	0.93
4392	P3_I7_M8	0.94
4393	UNCLASSIFIED	NA
4394	UNCLASSIFIED	NA
4395	UNCLASSIFIED	NA
4396	P1_I42_M1	0.91
4397	P1_I42_M1	0.93
4398	P1_I42_M1	0.98
4399	UNCLASSIFIED	NA
4400	P1_I42_M1	0.9
4401	UNCLASSIFIED	NA
4402	P1_I42_M1	0.92
4403	UNCLASSIFIED	NA
4404	UNCLASSIFIED	NA
4405	UNCLASSIFIED	NA
4406	P2_I7_M2	0.97
4407	UNCLASSIFIED	NA
4408	P1_I42_M1	0.96
4409	P2_I7_M4	0.86
4410	P2_I7_M3	0.84
4411	P1_I42_M1	0.93
4412	P1_I42_M1	0.95
4413	P1_I42_M1	0.89
4414	P1_I42_M1	0.94
4415	P1_I42_M1	0.93
4416	UNCLASSIFIED	NA
4417	UNCLASSIFIED	NA
4418	P1_I42_M1	0.83
4419	P1_I42_M1	0.93
4420	P2_I7_M1	0.82
4421	P1_I42_M1	0.94
4422	P4_I6_M3	0.87
4423	P1_I42_M1	0.89
4424	P1_I42_M1	0.91
4425	P1_I42_M1	0.91
4426	P1_I42_M1	0.89
4427	UNCLASSIFIED	NA
4428	P1_I42_M1	0.9
4429	UNCLASSIFIED	NA
4430	P1_I42_M1	0.88
4431	P3_I7_M3	0.81
4432	P1_I42_M1	0.84
4433	P1_I42_M1	0.89
4434	UNCLASSIFIED	NA
4435	P3_I7_M2	0.84
4436	P1_I42_M1	0.85
4437	UNCLASSIFIED	NA
4438	P1_I42_M1	0.97
4439	P1_I42_M1	0.93
4440	P3_I7_M1	0.86
4441	P1_I42_M1	0.9
4442	P2_I7_M4	0.93
4443	P1_I42_M1	0.85
4444	P1_I42_M1	0.94
4445	P1_I42_M1	0.91
4446	P1_I42_M1	0.95
4447	P1_I42_M1	0.84
4448	P2_I7_M2	0.82
4449	P1_I42_M1	0.93
4450	P1_I42_M1	0.88
4451	P1_I42_M1	0.95
4452	P1_I42_M1	0.9
4453	P1_I42_M1	0.87
4454	P3_I7_M1	0.82
4455	UNCLASSIFIED	NA
4456	P1_I42_M1	0.95
4457	UNCLASSIFIED	NA
4458	UNCLASSIFIED	NA
4459	P1_I42_M1	0.94
4460	P1_I42_M1	0.95
4461	P1_I42_M1	0.95
4462	P5_I5_M2	0.81
4463	P2_I7_M4	0.88
4464	P7_I3_M1	0.84
4465	UNCLASSIFIED	NA
4466	UNCLASSIFIED	NA
4467	P1_I42_M1	0.96
4468	UNCLASSIFIED	NA
4469	UNCLASSIFIED	NA
4470	P1_I42_M1	0.91
4471	UNCLASSIFIED	NA
4472	P1_I42_M1	0.97
4473	P1_I42_M1	0.89
4474	P1_I42_M1	0.87
4475	P1_I42_M1	0.94
4476	UNCLASSIFIED	NA
4477	P1_I42_M1	0.86
4478	P7_I3_M1	0.81
4479	P3_I7_M6	0.85
4480	P1_I42_M1	0.93
4481	P3_I7_M6	0.85
4482	P2_I7_M4	0.88
4483	P4_I6_M1	0.84
4484	P2_I7_M2	0.86
4485	P1_I42_M1	0.93
4486	UNCLASSIFIED	NA
4487	P1_I42_M1	0.96
4488	P1_I42_M1	0.9
4489	P1_I42_M1	0.94
4490	P1_I42_M1	0.91
4491	UNCLASSIFIED	NA
4492	P1_I42_M1	0.86
4493	P1_I42_M1	0.88
4494	P2_I7_M2	0.92
4495	P1_I42_M1	0.87
4496	P1_I42_M1	0.91
4497	P1_I42_M1	0.96
4498	P2_I7_M4	0.82
4499	P2_I7_M3	0.94
4500	P1_I42_M1	0.95
4501	UNCLASSIFIED	NA
4502	P1_I42_M1	0.94
4503	P2_I7_M3	0.91
4504	P1_I42_M1	0.94
4505	P2_I7_M2	0.82
4506	P1_I42_M1	0.9
4507	UNCLASSIFIED	NA
4508	UNCLASSIFIED	NA
4509	UNCLASSIFIED	NA
4510	UNCLASSIFIED	NA
4511	UNCLASSIFIED	NA
4512	UNCLASSIFIED	NA
4513	UNCLASSIFIED	NA
4514	UNCLASSIFIED	NA
4515	P1_I42_M1	0.91
4516	P1_I42_M1	0.96
4517	P2_I7_M1	0.83
4518	P1_I42_M1	0.93
4519	P1_I42_M1	0.88
4520	P2_I7_M4	0.9
4521	P2_I7_M1	0.86
4522	P2_I7_M1	0.86
4523	P1_I42_M1	0.87
4524	P1_I42_M1	0.9
4525	P1_I42_M1	0.9
4526	P2_I7_M3	0.81
4527	P1_I42_M1	0.94
4528	P1_I42_M1	0.92
4529	UNCLASSIFIED	NA
4530	UNCLASSIFIED	NA
4531	UNCLASSIFIED	NA
4532	P1_I42_M1	0.92
4533	UNCLASSIFIED	NA
4534	P1_I42_M1	0.82
4535	UNCLASSIFIED	NA
4536	P1_I42_M1	0.95
4537	P2_I7_M4	0.87
4538	P1_I42_M1	0.95
4539	UNCLASSIFIED	NA
4540	P4_I6_M4	0.81
4541	UNCLASSIFIED	NA
4542	P1_I42_M1	0.87
4543	UNCLASSIFIED	NA
4544	P1_I42_M1	0.96
4545	P1_I42_M1	0.92
4546	P1_I42_M1	0.96
4547	P1_I42_M1	0.94
4548	P1_I42_M1	0.85
4549	UNCLASSIFIED	NA
4550	P1_I42_M1	0.84
4551	P3_I7_M8	0.84
4552	P1_I42_M1	0.83
4553	P1_I42_M1	0.94
4554	P1_I42_M1	0.89
4555	P1_I42_M1	0.94
4556	P1_I42_M1	0.88
4557	UNCLASSIFIED	NA
4558	UNCLASSIFIED	NA
4559	P1_I42_M1	0.89
4560	P1_I42_M1	0.93
4561	P1_I42_M1	0.88
4562	P1_I42_M1	0.95
4563	P1_I42_M1	0.93
4564	P1_I42_M1	0.9
4565	P1_I42_M1	0.95
4566	P2_I7_M1	0.86
4567	P1_I42_M1	0.96
4568	P2_I7_M4	0.89
4569	P1_I42_M1	0.94
4570	UNCLASSIFIED	NA
4571	P1_I42_M1	0.88
4572	P1_I42_M1	0.92
4573	P2_I7_M1	0.84
4574	UNCLASSIFIED	NA
4575	P1_I42_M1	0.94
4576	UNCLASSIFIED	NA
4577	P1_I42_M1	0.95
4578	P1_I42_M1	0.9
4579	P1_I42_M1	0.94
4580	P1_I42_M1	0.94
4581	P1_I42_M1	0.89
4582	UNCLASSIFIED	NA
4583	P1_I42_M1	0.95
4584	P1_I42_M1	0.95
4585	P1_I42_M1	0.89
4586	P1_I42_M1	0.97
4587	P1_I42_M1	0.95
4588	P2_I7_M4	0.91
4589	P2_I7_M1	0.92
4590	P1_I42_M1	0.89
4591	P1_I42_M1	0.92
4592	UNCLASSIFIED	NA
4593	P1_I42_M1	0.85
4594	P1_I42_M1	0.96
4595	P1_I42_M1	0.95
4596	UNCLASSIFIED	NA
4597	UNCLASSIFIED	NA
4598	UNCLASSIFIED	NA
4599	P2_I7_M4	0.94
4600	P1_I42_M1	0.9
4601	P1_I42_M1	0.94
4602	P1_I42_M1	0.95
4603	P1_I42_M1	0.94
4604	P1_I42_M1	0.92
4605	P1_I42_M1	0.9
4606	P1_I42_M1	0.96
4607	UNCLASSIFIED	NA
4608	P1_I42_M1	0.88
4609	P1_I42_M1	0.94
4610	P1_I42_M1	0.95
4611	P1_I42_M1	0.94
4612	P1_I42_M1	0.94
4613	UNCLASSIFIED	NA
4614	P1_I42_M1	0.93
4615	P1_I42_M1	0.91
4616	P1_I42_M1	0.87
4617	P1_I42_M1	0.96
4618	P1_I42_M1	0.95
4619	P2_I7_M2	0.88
4620	P1_I42_M1	0.85
4621	P1_I42_M1	0.86
4622	UNCLASSIFIED	NA
4623	P1_I42_M1	0.97
4624	P1_I42_M1	0.93
4625	P1_I42_M1	0.97
4626	P2_I7_M1	0.93
4627	P1_I42_M1	0.89
4628	P1_I42_M1	0.94
4629	P1_I42_M1	0.96
4630	P1_I42_M1	0.94
4631	UNCLASSIFIED	NA
4632	P1_I42_M1	0.9
4633	UNCLASSIFIED	NA
4634	P1_I42_M1	0.92
4635	P1_I42_M1	0.95
4636	P1_I42_M1	0.97
4637	P1_I42_M1	0.93
4638	P1_I42_M1	0.87
4639	UNCLASSIFIED	NA
4640	UNCLASSIFIED	NA
4641	P5_I5_M1	0.82
4642	UNCLASSIFIED	NA
4643	P1_I42_M1	0.92
4644	UNCLASSIFIED	NA
4645	P2_I7_M2	0.86
4646	UNCLASSIFIED	NA
4647	P1_I42_M1	0.84
4648	P1_I42_M1	0.92
4649	P1_I42_M1	0.92
4650	P1_I42_M1	0.94
4651	P1_I42_M1	0.89
4652	P1_I42_M1	0.87
4653	P1_I42_M1	0.95
4654	P1_I42_M1	0.93
4655	P1_I42_M1	0.93
4656	P1_I42_M1	0.95
4657	UNCLASSIFIED	NA
4658	P1_I42_M1	0.93
4659	P1_I42_M1	0.9
4660	P1_I42_M1	0.92
4661	UNCLASSIFIED	NA
4662	UNCLASSIFIED	NA
4663	P1_I42_M1	0.83
4664	UNCLASSIFIED	NA
4665	P1_I42_M1	0.93
4666	P2_I7_M1	0.9
4667	P3_I7_M5	0.83
4668	P1_I42_M1	0.93
4669	UNCLASSIFIED	NA
4670	P1_I42_M1	0.96
4671	UNCLASSIFIED	NA
4672	P1_I42_M1	0.95
4673	UNCLASSIFIED	NA
4674	P1_I42_M1	0.95
4675	UNCLASSIFIED	NA
4676	P1_I42_M1	0.95
4677	UNCLASSIFIED	NA
4678	UNCLASSIFIED	NA
4679	P1_I42_M1	0.93
4680	UNCLASSIFIED	NA
4681	P1_I42_M1	0.85
4682	UNCLASSIFIED	NA
4683	P5_I5_M1	0.81
4684	P4_I6_M5	0.85
4685	UNCLASSIFIED	NA
4686	UNCLASSIFIED	NA
4687	UNCLASSIFIED	NA
4688	P1_I42_M1	0.94
4689	P1_I42_M1	0.95
4690	UNCLASSIFIED	NA
4691	P1_I42_M1	0.86
4692	P1_I42_M1	0.92
4693	P2_I7_M1	0.91
4694	P1_I42_M1	0.94
4695	P2_I7_M1	0.88
4696	UNCLASSIFIED	NA
4697	P3_I7_M5	0.83
4698	UNCLASSIFIED	NA
4699	UNCLASSIFIED	NA
4700	UNCLASSIFIED	NA
4701	P1_I42_M1	0.89
4702	P1_I42_M1	0.97
4703	P1_I42_M1	0.92
4704	P1_I42_M1	0.88
4705	P1_I42_M1	0.96
4706	P3_I7_M1	0.81
4707	P3_I7_M5	0.88
4708	P1_I42_M1	0.93
4709	P1_I42_M1	0.96
4710	P1_I42_M1	0.93
4711	UNCLASSIFIED	NA
4712	P1_I42_M1	0.93
4713	P1_I42_M1	0.91
4714	P1_I42_M1	0.86
4715	UNCLASSIFIED	NA
4716	P1_I42_M1	0.96
4717	P1_I42_M1	0.96
4718	P2_I7_M3	0.88
4719	UNCLASSIFIED	NA
4720	P1_I42_M1	0.91
4721	UNCLASSIFIED	NA
4722	P2_I7_M2	0.96
4723	P1_I42_M1	0.95
4724	UNCLASSIFIED	NA
4725	P1_I42_M1	0.95
4726	UNCLASSIFIED	NA
4727	P1_I42_M1	0.93
4728	UNCLASSIFIED	NA
4729	P2_I7_M3	0.87
4730	P2_I7_M3	0.8
4731	UNCLASSIFIED	NA
4732	UNCLASSIFIED	NA
4733	P1_I42_M1	0.97
4734	P1_I42_M1	0.97
4735	P2_I7_M3	0.82
4736	UNCLASSIFIED	NA
4737	P1_I42_M1	0.91
4738	P1_I42_M1	0.91
4739	P1_I42_M1	0.89
4740	UNCLASSIFIED	NA
4741	UNCLASSIFIED	NA
4742	P1_I42_M1	0.91
4743	P1_I42_M1	0.95
4744	UNCLASSIFIED	NA
4745	UNCLASSIFIED	NA
4746	UNCLASSIFIED	NA
4747	P1_I42_M1	0.94
4748	UNCLASSIFIED	NA
4749	P1_I42_M1	0.96
4750	P1_I42_M1	0.89
4751	P1_I42_M1	0.9
4752	P1_I42_M1	0.93
4753	P1_I42_M1	0.91
4754	P1_I42_M1	0.96
4755	P2_I7_M1	0.86
4756	UNCLASSIFIED	NA
4757	P1_I42_M1	0.93
4758	UNCLASSIFIED	NA
4759	UNCLASSIFIED	NA
4760	P6_I5_M2	0.83
4761	P1_I42_M1	0.91
4762	UNCLASSIFIED	NA
4763	P2_I7_M3	0.93
4764	UNCLASSIFIED	NA
4765	P1_I42_M1	0.88
4766	P1_I42_M1	0.98
4767	P6_I5_M3	0.89
4768	P2_I7_M1	0.95
4769	UNCLASSIFIED	NA
4770	UNCLASSIFIED	NA
4771	P1_I42_M1	0.81
4772	UNCLASSIFIED	NA
4773	P1_I42_M1	0.96
4774	UNCLASSIFIED	NA
4775	UNCLASSIFIED	NA
4776	P1_I42_M1	0.88
4777	P3_I7_M8	0.83
4778	P1_I42_M1	0.92
4779	P1_I42_M1	0.91
4780	P3_I7_M2	0.83
4781	P1_I42_M1	0.88
4782	P7_I3_M1	0.83
4783	UNCLASSIFIED	NA
4784	P1_I42_M1	0.9
4785	UNCLASSIFIED	NA
4786	UNCLASSIFIED	NA
4787	P1_I42_M1	0.95
4788	UNCLASSIFIED	NA
4789	P1_I42_M1	0.96
4790	P1_I42_M1	0.84
4791	P8_I4_M1	0.88
4792	P1_I42_M1	0.93
4793	P2_I7_M4	0.91
4794	P1_I42_M1	0.95
4795	P1_I42_M1	0.92
4796	P1_I42_M1	0.86
4797	P1_I42_M1	0.94
4798	P1_I42_M1	0.94
4799	P6_I5_M2	0.8
4800	UNCLASSIFIED	NA
4801	P2_I7_M1	0.81
4802	P3_I7_M7	0.9
4803	UNCLASSIFIED	NA
4804	UNCLASSIFIED	NA
4805	UNCLASSIFIED	NA
4806	P6_I5_M1	0.82
4807	P1_I42_M1	0.97
4808	P2_I7_M1	0.85
4809	P3_I7_M6	0.87
4810	P1_I42_M1	0.97
4811	UNCLASSIFIED	NA
4812	P2_I7_M3	0.85
4813	P1_I42_M1	0.94
4814	P1_I42_M1	0.84
4815	P1_I42_M1	0.86
4816	P1_I42_M1	0.91
4817	P1_I42_M1	0.96
4818	P1_I42_M1	0.9
4819	UNCLASSIFIED	NA
4820	P1_I42_M1	0.9
4821	P1_I42_M1	0.94
4822	P3_I7_M3	0.87
4823	P2_I7_M4	0.88
4824	P1_I42_M1	0.9
4825	P1_I42_M1	0.91
4826	P2_I7_M3	0.88
4827	P6_I5_M3	0.81
4828	UNCLASSIFIED	NA
4829	P2_I7_M1	0.81
4830	UNCLASSIFIED	NA
4831	P1_I42_M1	0.97
4832	UNCLASSIFIED	NA
4833	UNCLASSIFIED	NA
4834	P1_I42_M1	0.89
4835	P1_I42_M1	0.89
4836	P1_I42_M1	0.94
4837	P1_I42_M1	0.96
4838	UNCLASSIFIED	NA
4839	P1_I42_M1	0.92
4840	P1_I42_M1	0.95
4841	P1_I42_M1	0.93
4842	P1_I42_M1	0.83
4843	P1_I42_M1	0.98
4844	UNCLASSIFIED	NA
4845	P1_I42_M1	0.91
4846	P1_I42_M1	0.97
4847	P3_I7_M4	0.88
4848	P1_I42_M1	0.88
4849	P1_I42_M1	0.96
4850	UNCLASSIFIED	NA
4851	P1_I42_M1	0.94
4852	P1_I42_M1	0.96
4853	P1_I42_M1	0.86
4854	P1_I42_M1	0.95
4855	UNCLASSIFIED	NA
4856	UNCLASSIFIED	NA
4857	P1_I42_M1	0.94
4858	UNCLASSIFIED	NA
4859	P3_I7_M2	0.9
4860	UNCLASSIFIED	NA
4861	P2_I7_M4	0.81
4862	P1_I42_M1	0.89
4863	P1_I42_M1	0.94
4864	P2_I7_M1	0.88
4865	P1_I42_M1	0.83
4866	P1_I42_M1	0.86
4867	P6_I5_M2	0.9
4868	P1_I42_M1	0.88
4869	P2_I7_M1	0.81
4870	P2_I7_M4	0.92
4871	P2_I7_M1	0.82
4872	P3_I7_M4	0.89
4873	P1_I42_M1	0.93
4874	P1_I42_M1	0.94
4875	UNCLASSIFIED	NA
4876	UNCLASSIFIED	NA
4877	P1_I42_M1	0.95
4878	P1_I42_M1	0.94
4879	P1_I42_M1	0.92
4880	P1_I42_M1	0.87
4881	UNCLASSIFIED	NA
4882	P1_I42_M1	0.9
4883	P1_I42_M1	0.87
4884	UNCLASSIFIED	NA
4885	UNCLASSIFIED	NA
4886	P1_I42_M1	0.84
4887	P1_I42_M1	0.95
4888	P1_I42_M1	0.95
4889	UNCLASSIFIED	NA
4890	P1_I42_M1	0.95
4891	P1_I42_M1	0.94
4892	P4_I6_M3	0.86
4893	P1_I42_M1	0.84
4894	P1_I42_M1	0.92
4895	P1_I42_M1	0.86
4896	P1_I42_M1	0.86
4897	P2_I7_M1	0.9
4898	UNCLASSIFIED	NA
4899	P1_I42_M1	0.84
4900	P1_I42_M1	0.9
4901	P1_I42_M1	0.85
4902	P2_I7_M2	0.88
4903	UNCLASSIFIED	NA
4904	P1_I42_M1	0.95
4905	P1_I42_M1	0.96
4906	UNCLASSIFIED	NA
4907	P1_I42_M1	0.93
4908	UNCLASSIFIED	NA
4909	UNCLASSIFIED	NA
4910	P1_I42_M1	0.96
4911	P1_I42_M1	0.94
4912	P2_I7_M3	0.88
4913	P2_I7_M2	0.97
4914	P1_I42_M1	0.93
4915	UNCLASSIFIED	NA
4916	P1_I42_M1	0.87
4917	P1_I42_M1	0.91
4918	P1_I42_M1	0.91
4919	P1_I42_M1	0.92
4920	P1_I42_M1	0.89
4921	P3_I7_M2	0.89
4922	UNCLASSIFIED	NA
4923	P2_I7_M2	0.93
4924	P2_I7_M4	0.9
4925	P1_I42_M1	0.93
4926	P1_I42_M1	0.96
4927	P1_I42_M1	0.97
4928	UNCLASSIFIED	NA
4929	P1_I42_M1	0.94
4930	P1_I42_M1	0.97
4931	UNCLASSIFIED	NA
4932	P1_I42_M1	0.95
4933	P1_I42_M1	0.95
4934	P1_I42_M1	0.94
4935	P1_I42_M1	0.92
4936	P1_I42_M1	0.93
4937	P1_I42_M1	0.93
4938	P1_I42_M1	0.87
4939	UNCLASSIFIED	NA
4940	P2_I7_M4	0.85
4941	UNCLASSIFIED	NA
4942	UNCLASSIFIED	NA
4943	P1_I42_M1	0.89
4944	UNCLASSIFIED	NA
4945	UNCLASSIFIED	NA
4946	P1_I42_M1	0.96
4947	UNCLASSIFIED	NA
4948	P1_I42_M1	0.87
4949	P1_I42_M1	0.93
4950	P1_I42_M1	0.96
4951	P1_I42_M1	0.95
4952	P1_I42_M1	0.95
4953	P1_I42_M1	0.95
4954	P1_I42_M1	0.92
4955	P1_I42_M1	0.96
4956	UNCLASSIFIED	NA
4957	P1_I42_M1	0.93
4958	P2_I7_M2	0.94
4959	UNCLASSIFIED	NA
4960	P2_I7_M1	0.9
4961	P1_I42_M1	0.93
4962	P1_I42_M1	0.95
4963	P1_I42_M1	0.92
4964	P1_I42_M1	0.91
4965	P1_I42_M1	0.91
4966	P2_I7_M3	0.85
4967	P1_I42_M1	0.9
4968	P1_I42_M1	0.89
4969	P1_I42_M1	0.98
4970	P2_I7_M3	0.85
4971	UNCLASSIFIED	NA
4972	UNCLASSIFIED	NA
4973	UNCLASSIFIED	NA
4974	UNCLASSIFIED	NA
4975	UNCLASSIFIED	NA
4976	UNCLASSIFIED	NA
4977	P1_I42_M1	0.94
4978	P1_I42_M1	0.93
4979	UNCLASSIFIED	NA
4980	P2_I7_M3	0.86
4981	P1_I42_M1	0.91
4982	P1_I42_M1	0.87
4983	P1_I42_M1	0.95
4984	UNCLASSIFIED	NA
4985	P1_I42_M1	0.88
4986	P1_I42_M1	0.97
4987	UNCLASSIFIED	NA
4988	P1_I42_M1	0.96
4989	P1_I42_M1	0.92
4990	P2_I7_M4	0.94
4991	P1_I42_M1	0.95
4992	UNCLASSIFIED	NA
4993	UNCLASSIFIED	NA
4994	P1_I42_M1	0.86
4995	P1_I42_M1	0.97
4996	UNCLASSIFIED	NA
4997	P1_I42_M1	0.87
4998	P1_I42_M1	0.97
4999	P1_I42_M1	0.95
5000	P1_I42_M1	0.88
5001	P1_I42_M1	0.97
5002	UNCLASSIFIED	NA
5003	P2_I7_M4	0.97
5004	P1_I42_M1	0.97
5005	UNCLASSIFIED	NA
5006	P1_I42_M1	0.87
5007	P1_I42_M1	0.93
5008	P1_I42_M1	0.9
5009	P1_I42_M1	0.98
5010	UNCLASSIFIED	NA
5011	UNCLASSIFIED	NA
5012	UNCLASSIFIED	NA
5013	P1_I42_M1	0.92
5014	P1_I42_M1	0.92
5015	UNCLASSIFIED	NA
5016	P3_I7_M8	0.85
5017	P2_I7_M4	0.96
5018	P1_I42_M1	0.94
5019	P1_I42_M1	0.93
5020	P1_I42_M1	0.92
5021	UNCLASSIFIED	NA
5022	P1_I42_M1	0.94
5023	P1_I42_M1	0.85
5024	P1_I42_M1	0.96
5025	P2_I7_M2	0.93
5026	P1_I42_M1	0.95
5027	UNCLASSIFIED	NA
5028	P1_I42_M1	0.95
5029	P3_I7_M7	0.92
5030	P1_I42_M1	0.9
5031	UNCLASSIFIED	NA
5032	P2_I7_M4	0.91
5033	P3_I7_M9	0.84
5034	UNCLASSIFIED	NA
5035	P2_I7_M1	0.88
5036	P1_I42_M1	0.83
5037	P1_I42_M1	0.91
5038	UNCLASSIFIED	NA
5039	P1_I42_M1	0.96
5040	UNCLASSIFIED	NA
5041	UNCLASSIFIED	NA
5042	UNCLASSIFIED	NA
5043	UNCLASSIFIED	NA
5044	P1_I42_M1	0.89
5045	UNCLASSIFIED	NA
5046	UNCLASSIFIED	NA
5047	UNCLASSIFIED	NA
5048	P1_I42_M1	0.95
5049	P2_I7_M2	0.81
5050	P3_I7_M4	0.81
5051	UNCLASSIFIED	NA
5052	P1_I42_M1	0.86
5053	P2_I7_M2	0.98
5054	P2_I7_M2	0.99
5055	P2_I7_M3	0.91
5056	P3_I7_M1	0.88
5057	UNCLASSIFIED	NA
5058	P1_I42_M1	0.85
5059	P2_I7_M3	0.84
5060	P1_I42_M1	0.9
5061	P1_I42_M1	0.95
5062	P1_I42_M1	0.9
5063	P3_I7_M4	0.84
5064	P1_I42_M1	0.94
5065	P3_I7_M7	0.86
