Gene	Module	kME
4375	UNCLASSIFIED	NA
4376	P7_I4_M2	0.89
4377	P1_I42_M1	0.9
4378	P2_I11_M3	0.81
4379	UNCLASSIFIED	NA
4380	P3_I9_M3	0.87
4381	UNCLASSIFIED	NA
4382	P1_I42_M1	0.9
4383	P1_I42_M1	0.87
4384	P1_I42_M1	0.81
4385	P1_I42_M1	0.9
4386	P1_I42_M2	0.9
4387	P1_I42_M1	0.9
4388	P2_I11_M4	0.88
4389	UNCLASSIFIED	NA
4390	P1_I42_M2	0.89
4391	P1_I42_M1	0.85
4392	P2_I11_M5	0.89
4393	P4_I11_M16	0.81
4394	UNCLASSIFIED	NA
4395	UNCLASSIFIED	NA
4396	P1_I42_M2	0.95
4397	P4_I11_M2	0.8
4398	P3_I9_M3	0.89
4399	UNCLASSIFIED	NA
4400	UNCLASSIFIED	NA
4401	UNCLASSIFIED	NA
4402	P1_I42_M2	0.93
4403	UNCLASSIFIED	NA
4404	UNCLASSIFIED	NA
4405	UNCLASSIFIED	NA
4406	UNCLASSIFIED	NA
4407	UNCLASSIFIED	NA
4408	P1_I42_M2	0.89
4409	P4_I11_M3	0.9
4410	P3_I9_M1	0.86
4411	P2_I11_M2	0.84
4412	P1_I42_M1	0.88
4413	P6_I6_M7	0.91
4414	P1_I42_M1	0.96
4415	P2_I11_M4	0.87
4416	UNCLASSIFIED	NA
4417	UNCLASSIFIED	NA
4418	UNCLASSIFIED	NA
4419	P2_I11_M1	0.91
4420	P4_I11_M11	0.88
4421	P1_I42_M1	0.96
4422	UNCLASSIFIED	NA
4423	P6_I6_M7	0.88
4424	P3_I9_M6	0.93
4425	P2_I11_M2	0.93
4426	P2_I11_M4	0.89
4427	UNCLASSIFIED	NA
4428	P2_I11_M1	0.83
4429	UNCLASSIFIED	NA
4430	P1_I42_M1	0.9
4431	UNCLASSIFIED	NA
4432	P6_I6_M6	0.82
4433	P11_I2_M1	0.8
4434	UNCLASSIFIED	NA
4435	UNCLASSIFIED	NA
4436	P5_I9_M5	0.85
4437	UNCLASSIFIED	NA
4438	P1_I42_M2	0.92
4439	P1_I42_M1	0.94
4440	UNCLASSIFIED	NA
4441	P2_I11_M4	0.9
4442	P1_I42_M1	0.88
4443	UNCLASSIFIED	NA
4444	P3_I9_M4	0.95
4445	P2_I11_M1	0.87
4446	P1_I42_M1	0.86
4447	P3_I9_M3	0.81
4448	UNCLASSIFIED	NA
4449	P2_I11_M3	0.92
4450	P4_I11_M13	0.88
4451	P1_I42_M1	0.95
4452	P1_I42_M2	0.94
4453	P10_I3_M1	0.81
4454	P2_I11_M5	0.91
4455	UNCLASSIFIED	NA
4456	P5_I9_M3	0.87
4457	P4_I11_M5	0.82
4458	UNCLASSIFIED	NA
4459	P1_I42_M2	0.84
4460	P9_I4_M1	0.8
4461	P1_I42_M2	0.9
4462	UNCLASSIFIED	NA
4463	P4_I11_M14	0.84
4464	P3_I9_M1	0.84
4465	UNCLASSIFIED	NA
4466	UNCLASSIFIED	NA
4467	P1_I42_M2	0.89
4468	UNCLASSIFIED	NA
4469	UNCLASSIFIED	NA
4470	P3_I9_M1	0.85
4471	UNCLASSIFIED	NA
4472	P1_I42_M1	0.9
4473	P1_I42_M1	0.91
4474	UNCLASSIFIED	NA
4475	P2_I11_M1	0.85
4476	UNCLASSIFIED	NA
4477	P1_I42_M1	0.86
4478	P2_I11_M4	0.83
4479	P4_I11_M6	0.81
4480	P1_I42_M2	0.91
4481	UNCLASSIFIED	NA
4482	P6_I6_M8	0.89
4483	P6_I6_M8	0.81
4484	UNCLASSIFIED	NA
4485	P2_I11_M1	0.82
4486	UNCLASSIFIED	NA
4487	P1_I42_M2	0.91
4488	P3_I9_M2	0.88
4489	P1_I42_M2	0.93
4490	P2_I11_M1	0.84
4491	UNCLASSIFIED	NA
4492	UNCLASSIFIED	NA
4493	P1_I42_M2	0.95
4494	P2_I11_M5	0.96
4495	P3_I9_M1	0.92
4496	P1_I42_M2	0.93
4497	P1_I42_M2	0.93
4498	P4_I11_M15	0.88
4499	P1_I42_M2	0.91
4500	P1_I42_M2	0.96
4501	UNCLASSIFIED	NA
4502	P1_I42_M2	0.92
4503	P1_I42_M2	0.89
4504	P1_I42_M2	0.88
4505	UNCLASSIFIED	NA
4506	P1_I42_M1	0.92
4507	UNCLASSIFIED	NA
4508	UNCLASSIFIED	NA
4509	UNCLASSIFIED	NA
4510	UNCLASSIFIED	NA
4511	UNCLASSIFIED	NA
4512	UNCLASSIFIED	NA
4513	UNCLASSIFIED	NA
4514	UNCLASSIFIED	NA
4515	P4_I11_M7	0.85
4516	P1_I42_M1	0.91
4517	P3_I9_M7	0.86
4518	P6_I6_M9	0.82
4519	P10_I3_M1	0.83
4520	P4_I11_M14	0.86
4521	P3_I9_M6	0.83
4522	P3_I9_M6	0.83
4523	P1_I42_M1	0.85
4524	P2_I11_M3	0.86
4525	P3_I9_M6	0.82
4526	P4_I11_M5	0.86
4527	P1_I42_M1	0.93
4528	P1_I42_M1	0.86
4529	UNCLASSIFIED	NA
4530	UNCLASSIFIED	NA
4531	P2_I11_M5	0.91
4532	P4_I11_M2	0.83
4533	UNCLASSIFIED	NA
4534	UNCLASSIFIED	NA
4535	UNCLASSIFIED	NA
4536	P1_I42_M1	0.94
4537	P4_I11_M8	0.9
4538	P1_I42_M1	0.97
4539	UNCLASSIFIED	NA
4540	P2_I11_M5	0.9
4541	UNCLASSIFIED	NA
4542	P1_I42_M1	0.92
4543	UNCLASSIFIED	NA
4544	P2_I11_M2	0.88
4545	P6_I6_M5	0.84
4546	P1_I42_M1	0.93
4547	P2_I11_M1	0.92
4548	P1_I42_M2	0.91
4549	UNCLASSIFIED	NA
4550	P7_I4_M3	0.89
4551	UNCLASSIFIED	NA
4552	P3_I9_M5	0.84
4553	UNCLASSIFIED	NA
4554	P2_I11_M1	0.84
4555	P1_I42_M1	0.95
4556	P1_I42_M1	0.93
4557	UNCLASSIFIED	NA
4558	UNCLASSIFIED	NA
4559	P1_I42_M2	0.84
4560	P1_I42_M1	0.92
4561	P1_I42_M1	0.89
4562	P3_I9_M3	0.83
4563	P2_I11_M1	0.82
4564	P1_I42_M1	0.89
4565	P2_I11_M2	0.88
4566	P5_I9_M6	0.84
4567	P2_I11_M2	0.95
4568	P1_I42_M1	0.83
4569	P1_I42_M1	0.93
4570	UNCLASSIFIED	NA
4571	P1_I42_M1	0.88
4572	P1_I42_M1	0.86
4573	UNCLASSIFIED	NA
4574	UNCLASSIFIED	NA
4575	P1_I42_M1	0.93
4576	UNCLASSIFIED	NA
4577	P2_I11_M3	0.95
4578	P6_I6_M1	0.81
4579	P1_I42_M1	0.96
4580	P2_I11_M3	0.85
4581	P1_I42_M1	0.91
4582	UNCLASSIFIED	NA
4583	P3_I9_M5	0.84
4584	P1_I42_M1	0.9
4585	P3_I9_M7	0.86
4586	P1_I42_M1	0.88
4587	P1_I42_M2	0.95
4588	UNCLASSIFIED	NA
4589	P2_I11_M4	0.84
4590	P8_I3_M1	0.87
4591	P4_I11_M7	0.87
4592	UNCLASSIFIED	NA
4593	P5_I9_M2	0.83
4594	P2_I11_M2	0.89
4595	P2_I11_M2	0.85
4596	UNCLASSIFIED	NA
4597	UNCLASSIFIED	NA
4598	UNCLASSIFIED	NA
4599	P4_I11_M12	0.84
4600	P1_I42_M1	0.92
4601	P1_I42_M1	0.94
4602	P2_I11_M2	0.82
4603	P1_I42_M1	0.97
4604	P1_I42_M1	0.92
4605	P4_I11_M8	0.92
4606	P2_I11_M2	0.92
4607	UNCLASSIFIED	NA
4608	P1_I42_M1	0.85
4609	P2_I11_M3	0.89
4610	P2_I11_M3	0.84
4611	P1_I42_M1	0.89
4612	P1_I42_M1	0.95
4613	UNCLASSIFIED	NA
4614	P1_I42_M1	0.86
4615	P2_I11_M3	0.92
4616	P1_I42_M1	0.84
4617	P1_I42_M1	0.91
4618	P2_I11_M2	0.9
4619	UNCLASSIFIED	NA
4620	UNCLASSIFIED	NA
4621	P1_I42_M2	0.88
4622	UNCLASSIFIED	NA
4623	P1_I42_M1	0.84
4624	P2_I11_M2	0.82
4625	P3_I9_M3	0.87
4626	UNCLASSIFIED	NA
4627	P1_I42_M1	0.94
4628	P1_I42_M1	0.84
4629	P1_I42_M1	0.9
4630	P3_I9_M3	0.88
4631	UNCLASSIFIED	NA
4632	P5_I9_M8	0.82
4633	P2_I11_M5	0.92
4634	P4_I11_M4	0.92
4635	P1_I42_M1	0.93
4636	P2_I11_M2	0.83
4637	P1_I42_M1	0.91
4638	P3_I9_M7	0.85
4639	UNCLASSIFIED	NA
4640	UNCLASSIFIED	NA
4641	P1_I42_M1	0.82
4642	UNCLASSIFIED	NA
4643	P2_I11_M3	0.9
4644	UNCLASSIFIED	NA
4645	UNCLASSIFIED	NA
4646	P2_I11_M5	0.88
4647	P1_I42_M1	0.84
4648	P6_I6_M5	0.89
4649	P1_I42_M1	0.85
4650	P2_I11_M3	0.91
4651	UNCLASSIFIED	NA
4652	P4_I11_M1	0.85
4653	P1_I42_M1	0.94
4654	P2_I11_M2	0.86
4655	P1_I42_M1	0.84
4656	P2_I11_M2	0.83
4657	UNCLASSIFIED	NA
4658	P1_I42_M1	0.88
4659	P1_I42_M1	0.85
4660	P2_I11_M2	0.87
4661	UNCLASSIFIED	NA
4662	UNCLASSIFIED	NA
4663	UNCLASSIFIED	NA
4664	UNCLASSIFIED	NA
4665	P1_I42_M1	0.89
4666	P7_I4_M4	0.86
4667	UNCLASSIFIED	NA
4668	P1_I42_M1	0.92
4669	UNCLASSIFIED	NA
4670	P1_I42_M1	0.85
4671	UNCLASSIFIED	NA
4672	P1_I42_M1	0.94
4673	UNCLASSIFIED	NA
4674	P3_I9_M3	0.93
4675	UNCLASSIFIED	NA
4676	P1_I42_M1	0.95
4677	UNCLASSIFIED	NA
4678	UNCLASSIFIED	NA
4679	P3_I9_M6	0.9
4680	UNCLASSIFIED	NA
4681	UNCLASSIFIED	NA
4682	UNCLASSIFIED	NA
4683	UNCLASSIFIED	NA
4684	UNCLASSIFIED	NA
4685	P1_I42_M1	0.84
4686	UNCLASSIFIED	NA
4687	UNCLASSIFIED	NA
4688	P2_I11_M2	0.9
4689	P1_I42_M1	0.91
4690	UNCLASSIFIED	NA
4691	UNCLASSIFIED	NA
4692	P6_I6_M6	0.89
4693	UNCLASSIFIED	NA
4694	P1_I42_M1	0.9
4695	UNCLASSIFIED	NA
4696	UNCLASSIFIED	NA
4697	UNCLASSIFIED	NA
4698	UNCLASSIFIED	NA
4699	P5_I9_M2	0.83
4700	UNCLASSIFIED	NA
4701	P1_I42_M2	0.89
4702	P2_I11_M1	0.8
4703	P1_I42_M1	0.93
4704	P5_I9_M2	0.86
4705	P2_I11_M3	0.9
4706	UNCLASSIFIED	NA
4707	UNCLASSIFIED	NA
4708	P2_I11_M2	0.84
4709	P1_I42_M1	0.86
4710	P1_I42_M1	0.89
4711	UNCLASSIFIED	NA
4712	P1_I42_M1	0.91
4713	P2_I11_M3	0.84
4714	UNCLASSIFIED	NA
4715	UNCLASSIFIED	NA
4716	P2_I11_M2	0.89
4717	P1_I42_M1	0.88
4718	P4_I11_M5	0.82
4719	UNCLASSIFIED	NA
4720	P1_I42_M1	0.93
4721	UNCLASSIFIED	NA
4722	UNCLASSIFIED	NA
4723	P1_I42_M1	0.95
4724	UNCLASSIFIED	NA
4725	P1_I42_M2	0.89
4726	UNCLASSIFIED	NA
4727	P1_I42_M2	0.95
4728	UNCLASSIFIED	NA
4729	P5_I9_M1	0.88
4730	UNCLASSIFIED	NA
4731	UNCLASSIFIED	NA
4732	UNCLASSIFIED	NA
4733	P2_I11_M2	0.94
4734	P1_I42_M1	0.95
4735	P1_I42_M2	0.87
4736	UNCLASSIFIED	NA
4737	UNCLASSIFIED	NA
4738	P4_I11_M2	0.81
4739	P1_I42_M2	0.88
4740	UNCLASSIFIED	NA
4741	UNCLASSIFIED	NA
4742	P1_I42_M1	0.95
4743	P1_I42_M1	0.9
4744	UNCLASSIFIED	NA
4745	UNCLASSIFIED	NA
4746	UNCLASSIFIED	NA
4747	P2_I11_M2	0.88
4748	UNCLASSIFIED	NA
4749	P2_I11_M2	0.93
4750	P1_I42_M1	0.82
4751	P1_I42_M1	0.89
4752	P2_I11_M3	0.85
4753	P2_I11_M3	0.92
4754	P1_I42_M1	0.88
4755	P5_I9_M7	0.91
4756	UNCLASSIFIED	NA
4757	P1_I42_M1	0.89
4758	UNCLASSIFIED	NA
4759	UNCLASSIFIED	NA
4760	UNCLASSIFIED	NA
4761	P1_I42_M1	0.92
4762	UNCLASSIFIED	NA
4763	P1_I42_M2	0.86
4764	UNCLASSIFIED	NA
4765	P1_I42_M2	0.91
4766	P2_I11_M2	0.97
4767	P1_I42_M1	0.9
4768	UNCLASSIFIED	NA
4769	UNCLASSIFIED	NA
4770	UNCLASSIFIED	NA
4771	UNCLASSIFIED	NA
4772	UNCLASSIFIED	NA
4773	P1_I42_M1	0.97
4774	UNCLASSIFIED	NA
4775	UNCLASSIFIED	NA
4776	UNCLASSIFIED	NA
4777	UNCLASSIFIED	NA
4778	P1_I42_M2	0.91
4779	P9_I4_M1	0.86
4780	P6_I6_M2	0.91
4781	P1_I42_M2	0.91
4782	P4_I11_M12	0.84
4783	UNCLASSIFIED	NA
4784	P1_I42_M2	0.94
4785	UNCLASSIFIED	NA
4786	UNCLASSIFIED	NA
4787	P1_I42_M1	0.92
4788	UNCLASSIFIED	NA
4789	P2_I11_M2	0.86
4790	UNCLASSIFIED	NA
4791	UNCLASSIFIED	NA
4792	P1_I42_M1	0.93
4793	UNCLASSIFIED	NA
4794	P1_I42_M1	0.96
4795	P1_I42_M1	0.85
4796	UNCLASSIFIED	NA
4797	P2_I11_M2	0.84
4798	P1_I42_M1	0.93
4799	P4_I11_M12	0.87
4800	UNCLASSIFIED	NA
4801	P1_I42_M1	0.87
4802	UNCLASSIFIED	NA
4803	UNCLASSIFIED	NA
4804	UNCLASSIFIED	NA
4805	UNCLASSIFIED	NA
4806	UNCLASSIFIED	NA
4807	P1_I42_M1	0.93
4808	P4_I11_M10	0.84
4809	UNCLASSIFIED	NA
4810	P1_I42_M1	0.86
4811	UNCLASSIFIED	NA
4812	P4_I11_M1	0.84
4813	P2_I11_M4	0.81
4814	P2_I11_M2	0.92
4815	UNCLASSIFIED	NA
4816	P5_I9_M1	0.85
4817	P1_I42_M1	0.91
4818	P3_I9_M7	0.86
4819	UNCLASSIFIED	NA
4820	P1_I42_M2	0.88
4821	P6_I6_M6	0.91
4822	P2_I11_M5	0.85
4823	P5_I9_M4	0.85
4824	P1_I42_M1	0.88
4825	P1_I42_M2	0.93
4826	P1_I42_M1	0.88
4827	P1_I42_M1	0.89
4828	UNCLASSIFIED	NA
4829	UNCLASSIFIED	NA
4830	UNCLASSIFIED	NA
4831	P1_I42_M1	0.89
4832	UNCLASSIFIED	NA
4833	UNCLASSIFIED	NA
4834	P3_I9_M6	0.85
4835	P1_I42_M1	0.87
4836	P1_I42_M1	0.93
4837	P2_I11_M1	0.94
4838	UNCLASSIFIED	NA
4839	P1_I42_M1	0.92
4840	P1_I42_M1	0.89
4841	P1_I42_M1	0.88
4842	P2_I11_M5	0.88
4843	P1_I42_M1	0.92
4844	UNCLASSIFIED	NA
4845	P1_I42_M1	0.87
4846	P1_I42_M2	0.89
4847	P2_I11_M5	0.94
4848	P2_I11_M3	0.82
4849	P2_I11_M2	0.91
4850	UNCLASSIFIED	NA
4851	P1_I42_M1	0.96
4852	P2_I11_M2	0.92
4853	UNCLASSIFIED	NA
4854	P1_I42_M2	0.92
4855	UNCLASSIFIED	NA
4856	UNCLASSIFIED	NA
4857	P1_I42_M1	0.82
4858	UNCLASSIFIED	NA
4859	P5_I9_M4	0.82
4860	UNCLASSIFIED	NA
4861	UNCLASSIFIED	NA
4862	P3_I9_M6	0.91
4863	P1_I42_M1	0.94
4864	P4_I11_M6	0.87
4865	UNCLASSIFIED	NA
4866	P1_I42_M1	0.86
4867	P4_I11_M6	0.86
4868	UNCLASSIFIED	NA
4869	UNCLASSIFIED	NA
4870	P3_I9_M8	0.83
4871	P5_I9_M6	0.82
4872	P2_I11_M5	0.82
4873	P4_I11_M1	0.88
4874	P1_I42_M1	0.94
4875	UNCLASSIFIED	NA
4876	UNCLASSIFIED	NA
4877	P1_I42_M1	0.88
4878	P1_I42_M2	0.89
4879	P2_I11_M3	0.87
4880	P5_I9_M2	0.83
4881	UNCLASSIFIED	NA
4882	P2_I11_M3	0.87
4883	P1_I42_M1	0.89
4884	UNCLASSIFIED	NA
4885	UNCLASSIFIED	NA
4886	P3_I9_M2	0.88
4887	P1_I42_M1	0.84
4888	P2_I11_M2	0.9
4889	UNCLASSIFIED	NA
4890	UNCLASSIFIED	NA
4891	P1_I42_M1	0.89
4892	P2_I11_M5	0.92
4893	P1_I42_M1	0.88
4894	P1_I42_M1	0.84
4895	P4_I11_M2	0.87
4896	P2_I11_M3	0.8
4897	P5_I9_M6	0.84
4898	UNCLASSIFIED	NA
4899	UNCLASSIFIED	NA
4900	UNCLASSIFIED	NA
4901	UNCLASSIFIED	NA
4902	UNCLASSIFIED	NA
4903	UNCLASSIFIED	NA
4904	P7_I4_M1	0.85
4905	P1_I42_M1	0.96
4906	UNCLASSIFIED	NA
4907	P1_I42_M1	0.88
4908	UNCLASSIFIED	NA
4909	UNCLASSIFIED	NA
4910	P1_I42_M1	0.86
4911	P4_I11_M4	0.91
4912	P4_I11_M5	0.89
4913	UNCLASSIFIED	NA
4914	P3_I9_M4	0.92
4915	UNCLASSIFIED	NA
4916	P1_I42_M1	0.92
4917	P1_I42_M1	0.92
4918	P11_I2_M1	0.85
4919	P6_I6_M6	0.84
4920	P2_I11_M1	0.85
4921	UNCLASSIFIED	NA
4922	UNCLASSIFIED	NA
4923	UNCLASSIFIED	NA
4924	UNCLASSIFIED	NA
4925	P4_I11_M6	0.85
4926	P2_I11_M1	0.83
4927	P2_I11_M1	0.86
4928	P1_I42_M2	0.9
4929	P2_I11_M1	0.85
4930	P4_I11_M2	0.9
4931	UNCLASSIFIED	NA
4932	P1_I42_M1	0.93
4933	P1_I42_M1	0.87
4934	P2_I11_M3	0.86
4935	P1_I42_M1	0.88
4936	P2_I11_M3	0.91
4937	P1_I42_M1	0.92
4938	P1_I42_M2	0.91
4939	UNCLASSIFIED	NA
4940	P5_I9_M4	0.83
4941	UNCLASSIFIED	NA
4942	UNCLASSIFIED	NA
4943	P1_I42_M2	0.9
4944	P3_I9_M1	0.84
4945	P8_I3_M2	0.88
4946	P1_I42_M1	0.9
4947	UNCLASSIFIED	NA
4948	UNCLASSIFIED	NA
4949	P1_I42_M2	0.91
4950	P3_I9_M5	0.91
4951	P2_I11_M2	0.83
4952	P3_I9_M3	0.9
4953	P1_I42_M1	0.9
4954	P3_I9_M4	0.89
4955	P1_I42_M1	0.94
4956	UNCLASSIFIED	NA
4957	P3_I9_M5	0.91
4958	UNCLASSIFIED	NA
4959	UNCLASSIFIED	NA
4960	P3_I9_M7	0.83
4961	P2_I11_M3	0.88
4962	P1_I42_M1	0.8
4963	P1_I42_M1	0.87
4964	P3_I9_M6	0.88
4965	P3_I9_M6	0.84
4966	P4_I11_M5	0.84
4967	P1_I42_M1	0.91
4968	P7_I4_M1	0.89
4969	P1_I42_M2	0.93
4970	P1_I42_M2	0.86
4971	P4_I11_M5	0.84
4972	UNCLASSIFIED	NA
4973	UNCLASSIFIED	NA
4974	UNCLASSIFIED	NA
4975	UNCLASSIFIED	NA
4976	UNCLASSIFIED	NA
4977	P6_I6_M4	0.89
4978	P1_I42_M2	0.87
4979	P2_I11_M4	0.88
4980	P1_I42_M2	0.88
4981	UNCLASSIFIED	NA
4982	P2_I11_M2	0.86
4983	P4_I11_M4	0.91
4984	UNCLASSIFIED	NA
4985	UNCLASSIFIED	NA
4986	P2_I11_M2	0.87
4987	P2_I11_M5	0.83
4988	P1_I42_M1	0.84
4989	P3_I9_M6	0.83
4990	P3_I9_M8	0.88
4991	P1_I42_M1	0.96
4992	UNCLASSIFIED	NA
4993	UNCLASSIFIED	NA
4994	P8_I3_M1	0.9
4995	P2_I11_M2	0.91
4996	UNCLASSIFIED	NA
4997	P3_I9_M2	0.89
4998	P1_I42_M1	0.94
4999	P3_I9_M4	0.91
5000	P1_I42_M1	0.9
5001	P2_I11_M2	0.92
5002	UNCLASSIFIED	NA
5003	P3_I9_M8	0.82
5004	P2_I11_M2	0.83
5005	UNCLASSIFIED	NA
5006	UNCLASSIFIED	NA
5007	P1_I42_M2	0.93
5008	P1_I42_M2	0.96
5009	P1_I42_M2	0.96
5010	UNCLASSIFIED	NA
5011	UNCLASSIFIED	NA
5012	UNCLASSIFIED	NA
5013	UNCLASSIFIED	NA
5014	P1_I42_M1	0.91
5015	P4_I11_M10	0.92
5016	UNCLASSIFIED	NA
5017	P7_I4_M1	0.84
5018	P2_I11_M3	0.94
5019	P1_I42_M1	0.92
5020	P1_I42_M2	0.91
5021	UNCLASSIFIED	NA
5022	P1_I42_M2	0.92
5023	P3_I9_M2	0.83
5024	P2_I11_M4	0.82
5025	UNCLASSIFIED	NA
5026	P2_I11_M2	0.88
5027	UNCLASSIFIED	NA
5028	P1_I42_M2	0.93
5029	P3_I9_M8	0.85
5030	P1_I42_M2	0.85
5031	UNCLASSIFIED	NA
5032	P4_I11_M14	0.92
5033	P13_I3_M1	0.86
5034	UNCLASSIFIED	NA
5035	P3_I9_M7	0.83
5036	P8_I3_M2	0.88
5037	UNCLASSIFIED	NA
5038	UNCLASSIFIED	NA
5039	P2_I11_M2	0.82
5040	UNCLASSIFIED	NA
5041	UNCLASSIFIED	NA
5042	UNCLASSIFIED	NA
5043	UNCLASSIFIED	NA
5044	UNCLASSIFIED	NA
5045	UNCLASSIFIED	NA
5046	UNCLASSIFIED	NA
5047	UNCLASSIFIED	NA
5048	P1_I42_M2	0.94
5049	UNCLASSIFIED	NA
5050	P2_I11_M5	0.94
5051	UNCLASSIFIED	NA
5052	UNCLASSIFIED	NA
5053	P2_I11_M5	0.9
5054	UNCLASSIFIED	NA
5055	P1_I42_M2	0.93
5056	UNCLASSIFIED	NA
5057	UNCLASSIFIED	NA
5058	UNCLASSIFIED	NA
5059	P1_I42_M2	0.89
5060	P1_I42_M2	0.93
5061	P2_I11_M1	0.84
5062	P1_I42_M2	0.87
5063	P2_I11_M5	0.92
5064	P2_I11_M1	0.91
5065	UNCLASSIFIED	NA
5066	UNCLASSIFIED	NA
5067	UNCLASSIFIED	NA
5068	UNCLASSIFIED	NA
5069	UNCLASSIFIED	NA
5070	P3_I9_M1	0.86
5071	UNCLASSIFIED	NA
5072	P4_I11_M8	0.86
5073	P1_I42_M2	0.89
5074	P2_I11_M1	0.89
5075	UNCLASSIFIED	NA
5076	P1_I42_M1	0.91
5077	UNCLASSIFIED	NA
5078	P1_I42_M1	0.92
5079	P1_I42_M2	0.85
5080	P2_I11_M5	0.94
5081	P1_I42_M2	0.87
5082	P1_I42_M2	0.93
5083	P1_I42_M1	0.91
5084	P5_I9_M3	0.83
5085	P2_I11_M2	0.87
5086	UNCLASSIFIED	NA
5087	P1_I42_M2	0.95
5088	UNCLASSIFIED	NA
5089	UNCLASSIFIED	NA
5090	P1_I42_M1	0.91
5091	UNCLASSIFIED	NA
5092	P5_I9_M11	0.87
5093	UNCLASSIFIED	NA
5094	P13_I3_M1	0.87
5095	UNCLASSIFIED	NA
5096	UNCLASSIFIED	NA
5097	P1_I42_M1	0.89
5098	UNCLASSIFIED	NA
5099	UNCLASSIFIED	NA
5100	P2_I11_M2	0.83
5101	P1_I42_M1	0.93
5102	P1_I42_M2	0.84
5103	P1_I42_M2	0.94
5104	UNCLASSIFIED	NA
5105	UNCLASSIFIED	NA
5106	UNCLASSIFIED	NA
5107	P1_I42_M1	0.92
5108	UNCLASSIFIED	NA
5109	P1_I42_M1	0.88
5110	P4_I11_M10	0.89
5111	UNCLASSIFIED	NA
5112	UNCLASSIFIED	NA
5113	UNCLASSIFIED	NA
5114	P2_I11_M1	0.83
5115	P3_I9_M1	0.84
5116	P5_I9_M10	0.89
5117	P1_I42_M2	0.92
5118	P1_I42_M1	0.97
5119	P1_I42_M1	0.92
5120	P7_I4_M3	0.81
5121	UNCLASSIFIED	NA
5122	UNCLASSIFIED	NA
5123	UNCLASSIFIED	NA
5124	UNCLASSIFIED	NA
5125	P3_I9_M1	0.83
5126	P1_I42_M1	0.95
5127	P1_I42_M1	0.96
5128	UNCLASSIFIED	NA
5129	P1_I42_M2	0.91
5130	P6_I6_M3	0.85
5131	UNCLASSIFIED	NA
5132	P1_I42_M2	0.96
5133	P1_I42_M2	0.92
5134	UNCLASSIFIED	NA
5135	P1_I42_M1	0.88
5136	P1_I42_M2	0.98
5137	UNCLASSIFIED	NA
5138	UNCLASSIFIED	NA
5139	P1_I42_M2	0.95
5140	UNCLASSIFIED	NA
5141	P2_I11_M1	0.91
5142	P3_I9_M9	0.98
5143	P2_I11_M1	0.87
5144	P5_I9_M9	0.88
5145	UNCLASSIFIED	NA
5146	UNCLASSIFIED	NA
5147	P3_I9_M1	0.81
5148	UNCLASSIFIED	NA
5149	P1_I42_M2	0.92
5150	P3_I9_M5	0.86
5151	P3_I9_M2	0.85
5152	P1_I42_M2	0.91
5153	P6_I6_M7	0.81
5154	UNCLASSIFIED	NA
5155	UNCLASSIFIED	NA
5156	UNCLASSIFIED	NA
5157	UNCLASSIFIED	NA
5158	UNCLASSIFIED	NA
5159	UNCLASSIFIED	NA
5160	P5_I9_M7	0.85
5161	UNCLASSIFIED	NA
5162	UNCLASSIFIED	NA
5163	UNCLASSIFIED	NA
5164	UNCLASSIFIED	NA
5165	P2_I11_M1	0.92
5166	UNCLASSIFIED	NA
5167	P1_I42_M2	0.85
5168	P2_I11_M2	0.91
5169	P1_I42_M2	0.92
5170	P1_I42_M2	0.91
5171	UNCLASSIFIED	NA
5172	UNCLASSIFIED	NA
5173	P1_I42_M1	0.93
5174	P1_I42_M2	0.94
5175	UNCLASSIFIED	NA
5176	UNCLASSIFIED	NA
5177	P1_I42_M2	0.83
5178	P2_I11_M1	0.82
5179	UNCLASSIFIED	NA
5180	UNCLASSIFIED	NA
5181	UNCLASSIFIED	NA
5182	UNCLASSIFIED	NA
5183	UNCLASSIFIED	NA
5184	P6_I6_M3	0.86
5185	P1_I42_M2	0.95
5186	P2_I11_M5	0.82
5187	UNCLASSIFIED	NA
5188	UNCLASSIFIED	NA
5189	P2_I11_M1	0.93
5190	UNCLASSIFIED	NA
5191	UNCLASSIFIED	NA
5192	P3_I9_M9	1.0
5193	P3_I9_M5	0.85
5194	UNCLASSIFIED	NA
5195	P1_I42_M1	0.91
5196	UNCLASSIFIED	NA
5197	UNCLASSIFIED	NA
5198	UNCLASSIFIED	NA
5199	P1_I42_M1	0.94
5200	P2_I11_M1	0.85
5201	UNCLASSIFIED	NA
5202	P3_I9_M1	0.86
5203	P1_I42_M2	0.87
5204	UNCLASSIFIED	NA
5205	UNCLASSIFIED	NA
5206	P3_I9_M1	0.9
5207	P1_I42_M2	0.95
5208	P1_I42_M2	0.92
5209	P1_I42_M1	0.93
5210	P1_I42_M1	0.93
5211	UNCLASSIFIED	NA
5212	P2_I11_M5	0.91
5213	P1_I42_M2	0.92
5214	UNCLASSIFIED	NA
5215	P1_I42_M2	0.88
5216	UNCLASSIFIED	NA
5217	P1_I42_M2	0.89
5218	UNCLASSIFIED	NA
5219	P1_I42_M2	0.92
5220	UNCLASSIFIED	NA
5221	UNCLASSIFIED	NA
5222	UNCLASSIFIED	NA
5223	P2_I11_M1	0.95
5224	P2_I11_M5	0.9
5225	UNCLASSIFIED	NA
5226	P1_I42_M1	0.86
5227	P1_I42_M1	0.86
