Gene	Module	kME
4024	P1_I1_M1	0.79
4029	P1_I1_M1	0.96
4030	P1_I1_M1	0.97
4031	P1_I1_M1	0.78
4032	P1_I1_M1	0.79
4036	P1_I1_M2	0.86
4041	P1_I1_M1	0.76
4042	P1_I1_M1	0.79
4048	P1_I1_M6	0.95
4057	P1_I1_M1	0.79
4059	P1_I1_M2	0.71
4063	P1_I1_M1	0.79
4070	P1_I1_M1	0.95
4072	P1_I1_M1	0.97
4073	P1_I1_M2	0.81
4074	P1_I1_M1	0.97
4076	P1_I1_M1	0.95
4079	P1_I1_M1	0.79
4082	P1_I1_M1	0.97
4085	P1_I1_M5	0.94
4089	P1_I1_M1	0.79
4092	P1_I1_M1	0.98
4094	P1_I1_M4	0.87
4096	P1_I1_M3	0.85
4097	P1_I1_M1	0.96
4098	P1_I1_M3	0.84
4099	P1_I1_M4	0.88
4102	P1_I1_M1	0.78
4103	P1_I1_M5	0.83
4114	P1_I1_M1	0.94
4116	P1_I1_M1	0.98
4119	P1_I1_M1	0.79
4124	P1_I1_M1	0.97
4125	P1_I1_M5	0.87
4127	P1_I1_M1	0.98
4128	P1_I1_M1	0.93
4131	P1_I1_M3	0.85
4132	P1_I1_M5	0.85
4135	P1_I1_M2	0.78
4138	P1_I1_M3	0.78
4140	P1_I1_M2	0.85
4149	P1_I1_M1	0.78
4151	P1_I1_M3	0.82
4153	P1_I1_M3	0.86
4157	P1_I1_M3	0.82
4159	P1_I1_M4	0.82
4163	P1_I1_M1	0.79
4164	P1_I1_M1	0.94
4167	P1_I1_M1	0.76
4169	P1_I1_M1	0.95
4171	P1_I1_M1	0.97
4172	P1_I1_M2	0.9
4180	P1_I1_M3	0.81
4181	P1_I1_M2	0.81
4182	P1_I1_M4	0.87
4184	P1_I1_M1	0.78
4185	P1_I1_M3	0.84
4189	P1_I1_M1	0.98
4192	P1_I1_M2	0.84
4199	P1_I1_M3	0.79
4200	P1_I1_M1	0.77
4203	P1_I1_M1	0.79
4205	P1_I1_M1	0.93
4218	P1_I1_M2	0.87
4219	P1_I1_M1	0.98
4220	P1_I1_M1	0.8
4221	P1_I1_M3	0.79
4222	P1_I1_M3	0.88
4223	P1_I1_M1	0.97
4226	P1_I1_M6	0.91
4229	P1_I1_M1	0.93
4236	P1_I1_M2	0.83
4238	P1_I1_M7	0.85
4239	P1_I1_M1	0.92
4240	P1_I1_M3	0.79
4245	P1_I1_M1	0.97
4246	P1_I1_M2	0.8
4252	P1_I1_M1	0.97
4258	P1_I1_M1	0.97
4261	P1_I1_M1	0.76
4263	P1_I1_M3	0.84
4267	P1_I1_M1	0.98
4270	P1_I1_M1	0.79
4273	P1_I1_M2	0.89
4277	P1_I1_M1	0.8
4278	P1_I1_M2	0.82
4282	P1_I1_M1	0.86
4284	P1_I1_M1	0.98
4285	P1_I1_M1	0.97
4289	P1_I1_M1	0.78
4291	P1_I1_M1	0.78
4292	P1_I1_M1	0.91
4295	P1_I1_M1	0.98
4296	P1_I1_M1	0.79
4297	P1_I1_M1	0.8
4302	P1_I1_M1	0.73
4303	P1_I1_M3	0.8
4307	P1_I1_M1	0.89
4309	P1_I1_M1	0.75
4310	P1_I1_M1	0.74
4315	P1_I1_M4	0.9
4318	P1_I1_M1	0.97
4322	P1_I1_M6	0.96
4326	P1_I1_M1	0.99
4327	P1_I1_M1	0.77
4330	P1_I1_M1	0.98
4334	P1_I1_M1	0.77
4337	P1_I1_M4	0.88
4338	P1_I1_M2	0.81
4341	P1_I1_M1	0.78
4342	P1_I1_M4	0.85
4346	P1_I1_M1	0.97
4348	P1_I1_M3	0.82
4349	P1_I1_M1	0.8
4350	P1_I1_M1	0.98
4351	P1_I1_M1	0.79
4360	P1_I1_M1	0.94
4363	P1_I1_M2	0.86
4371	P1_I1_M4	0.86
4372	P1_I1_M5	0.92
4375	P1_I1_M1	0.79
4377	P1_I1_M2	0.88
4381	P1_I1_M1	0.79
4382	P1_I1_M2	0.78
4385	P1_I1_M7	0.78
4386	P1_I1_M1	0.96
4387	P1_I1_M3	0.88
4389	P1_I1_M1	0.8
4391	P1_I1_M1	0.95
4395	P1_I1_M1	0.98
4400	P1_I1_M1	0.78
4402	P1_I1_M1	0.77
4408	P1_I1_M1	0.98
4421	P1_I1_M1	0.87
4438	P1_I1_M1	0.79
4441	P1_I1_M2	0.82
4443	P1_I1_M1	0.92
4447	P1_I1_M1	0.79
4448	P1_I1_M1	0.98
4451	P1_I1_M2	0.85
4452	P1_I1_M1	0.98
4460	P1_I1_M1	0.98
4461	P1_I1_M1	0.77
4462	P1_I1_M4	0.84
4464	P1_I1_M4	0.86
4467	P1_I1_M1	0.78
4477	P1_I1_M3	0.78
4478	P1_I1_M1	0.96
4480	P1_I1_M1	0.98
4485	P1_I1_M1	0.77
4488	P1_I1_M1	0.91
4489	P1_I1_M1	0.8
4490	P1_I1_M1	0.98
4491	P1_I1_M1	0.98
4493	P1_I1_M1	0.98
4499	P1_I1_M1	0.77
4500	P1_I1_M2	0.86
4503	P1_I1_M1	0.78
4504	P1_I1_M1	0.81
4517	P1_I1_M1	0.93
4518	P1_I1_M1	0.79
4524	P1_I1_M3	0.87
4529	P1_I1_M1	0.8
4532	P1_I1_M1	0.94
4533	P1_I1_M1	0.98
4535	P1_I1_M1	0.97
4537	P1_I1_M4	0.86
4542	P1_I1_M2	0.89
4546	P1_I1_M3	0.79
4548	P1_I1_M1	0.89
4549	P1_I1_M1	0.95
4551	P1_I1_M4	0.89
4553	P1_I1_M1	0.97
4554	P1_I1_M3	0.87
4555	P1_I1_M2	0.85
4558	P1_I1_M1	0.99
4559	P1_I1_M1	0.79
4560	P1_I1_M2	0.82
4568	P1_I1_M5	0.83
4570	P1_I1_M1	0.8
4578	P1_I1_M1	0.79
4580	P1_I1_M3	0.77
4581	P1_I1_M3	0.85
4583	P1_I1_M2	0.82
4584	P1_I1_M2	0.81
4585	P1_I1_M4	0.91
4586	P1_I1_M2	0.85
4587	P1_I1_M1	0.97
4590	P1_I1_M4	0.84
4591	P1_I1_M1	0.77
4595	P1_I1_M2	0.79
4599	P1_I1_M5	0.85
4600	P1_I1_M2	0.87
4601	P1_I1_M1	0.94
4605	P1_I1_M5	0.83
4608	P1_I1_M1	0.96
4611	P1_I1_M3	0.9
4612	P1_I1_M7	0.84
4613	P1_I1_M1	0.98
4614	P1_I1_M1	0.94
4622	P1_I1_M3	0.85
4633	P1_I1_M1	0.97
4636	P1_I1_M3	0.82
4637	P1_I1_M2	0.85
4638	P1_I1_M1	0.96
4642	P1_I1_M1	0.78
4650	P1_I1_M1	0.75
4651	P1_I1_M3	0.77
4657	P1_I1_M1	0.79
4664	P1_I1_M1	0.79
4666	P1_I1_M4	0.86
4676	P1_I1_M2	0.89
4682	P1_I1_M1	0.98
4694	P1_I1_M3	0.84
4702	P1_I1_M1	0.99
4706	P1_I1_M1	0.95
4710	P1_I1_M1	0.76
4712	P1_I1_M3	0.74
4713	P1_I1_M3	0.8
4723	P1_I1_M2	0.81
4725	P1_I1_M1	0.77
4726	P1_I1_M1	0.96
4727	P1_I1_M1	0.96
4731	P1_I1_M1	0.97
4743	P1_I1_M2	0.79
4747	P1_I1_M3	0.84
4755	P1_I1_M4	0.82
4759	P1_I1_M1	0.96
4763	P1_I1_M1	0.77
4764	P1_I1_M1	0.95
4767	P1_I1_M3	0.85
4768	P1_I1_M1	0.77
4770	P1_I1_M1	0.91
4771	P1_I1_M1	0.73
4773	P1_I1_M3	0.85
4778	P1_I1_M2	0.8
4779	P1_I1_M1	0.95
4781	P1_I1_M3	0.85
4787	P1_I1_M3	0.87
4788	P1_I1_M1	0.98
4793	P1_I1_M5	0.84
4794	P1_I1_M3	0.78
4796	P1_I1_M4	0.84
4798	P1_I1_M2	0.9
4803	P1_I1_M6	0.84
4811	P1_I1_M1	0.96
4817	P1_I1_M1	0.98
4824	P1_I1_M7	0.86
4826	P1_I1_M2	0.86
4828	P1_I1_M5	0.83
4830	P1_I1_M3	0.79
4837	P1_I1_M2	0.83
4839	P1_I1_M3	0.8
4842	P1_I1_M4	0.87
4844	P1_I1_M1	0.8
4845	P1_I1_M1	0.92
4846	P1_I1_M1	0.77
4848	P1_I1_M1	0.97
4849	P1_I1_M1	0.8
4853	P1_I1_M1	0.79
4860	P1_I1_M6	0.96
4863	P1_I1_M1	0.95
4866	P1_I1_M1	0.94
4876	P1_I1_M1	0.97
4877	P1_I1_M1	0.95
4883	P1_I1_M2	0.88
4888	P1_I1_M3	0.81
4891	P1_I1_M2	0.86
4893	P1_I1_M2	0.8
4897	P1_I1_M4	0.91
4898	P1_I1_M1	0.77
4899	P1_I1_M1	0.96
4904	P1_I1_M1	0.96
4905	P1_I1_M2	0.83
4917	P1_I1_M2	0.82
4919	P1_I1_M3	0.84
4921	P1_I1_M1	0.79
4922	P1_I1_M1	0.97
4924	P1_I1_M1	0.78
4927	P1_I1_M2	0.85
4928	P1_I1_M1	0.83
4931	P1_I1_M1	0.98
4935	P1_I1_M2	0.81
4938	P1_I1_M3	0.82
4940	P1_I1_M3	0.75
4943	P1_I1_M3	0.83
4944	P1_I1_M6	0.9
4948	P1_I1_M1	0.98
4949	P1_I1_M1	0.77
4950	P1_I1_M2	0.83
4954	P1_I1_M3	0.82
4957	P1_I1_M2	0.74
4958	P1_I1_M1	0.98
4962	P1_I1_M3	0.8
4963	P1_I1_M3	0.82
4965	P1_I1_M1	0.77
4970	P1_I1_M1	0.77
4971	P1_I1_M2	0.9
4972	P1_I1_M1	0.98
4976	P1_I1_M1	0.8
4978	P1_I1_M1	0.98
4984	P1_I1_M4	0.9
4986	P1_I1_M2	0.86
4990	P1_I1_M5	0.84
4994	P1_I1_M1	0.8
4996	P1_I1_M1	0.98
4997	P1_I1_M1	0.78
5000	P1_I1_M1	0.96
5004	P1_I1_M1	0.79
5007	P1_I1_M2	0.86
5010	P1_I1_M6	0.81
5011	P1_I1_M1	0.97
5012	P1_I1_M1	0.79
5014	P1_I1_M2	0.85
5017	P1_I1_M1	0.77
5027	P1_I1_M1	0.8
5028	P1_I1_M2	0.85
5030	P1_I1_M3	0.85
5039	P1_I1_M1	0.96
5048	P1_I1_M1	0.98
5051	P1_I1_M1	0.97
5052	P1_I1_M1	0.98
5056	P1_I1_M1	0.98
5058	P1_I1_M1	0.98
5062	P1_I1_M1	0.95
5066	P1_I1_M3	0.89
5067	P1_I1_M1	0.79
5070	P1_I1_M1	0.98
5071	P1_I1_M1	0.96
5072	P1_I1_M4	0.83
5073	P1_I1_M3	0.8
5074	P1_I1_M1	0.79
5077	P1_I1_M1	0.76
5081	P1_I1_M1	0.97
5082	P1_I1_M1	0.98
5083	P1_I1_M1	0.77
5084	P1_I1_M3	0.81
5088	P1_I1_M1	0.98
5090	P1_I1_M2	0.86
5093	P1_I1_M1	0.96
5094	P1_I1_M5	0.89
5099	P1_I1_M1	0.8
5101	P1_I1_M2	0.91
5102	P1_I1_M1	0.93
5103	P1_I1_M2	0.85
5109	P1_I1_M2	0.87
5118	P1_I1_M6	0.85
5122	P1_I1_M1	0.97
5125	P1_I1_M5	0.85
5127	P1_I1_M2	0.84
5128	P1_I1_M1	0.97
5129	P1_I1_M1	0.79
5131	P1_I1_M1	0.97
5132	P1_I1_M1	0.81
5137	P1_I1_M5	0.87
5138	P1_I1_M1	0.94
5139	P1_I1_M2	0.78
5141	P1_I1_M1	0.77
5150	P1_I1_M1	0.88
5155	P1_I1_M1	0.95
5162	P1_I1_M1	0.77
5170	P1_I1_M3	0.79
5174	P1_I1_M1	0.96
5185	P1_I1_M1	0.98
5189	P1_I1_M3	0.79
5190	P1_I1_M1	0.97
5191	P1_I1_M1	0.96
5192	P1_I1_M1	0.98
5204	P1_I1_M4	0.88
5207	P1_I1_M1	0.79
5213	P1_I1_M1	0.97
5218	P1_I1_M1	0.98
5222	P1_I1_M1	0.98
5223	P1_I1_M1	0.92
5224	P1_I1_M1	0.77
5226	P1_I1_M1	0.97
5227	P1_I1_M2	0.92
5229	P1_I1_M1	0.74
5234	P1_I1_M1	0.78
5235	P1_I1_M1	0.78
5236	P1_I1_M1	0.79
5238	P1_I1_M1	0.76
5240	P1_I1_M4	0.82
5241	P1_I1_M1	0.79
5242	P1_I1_M1	0.98
5245	P1_I1_M1	0.92
5247	P1_I1_M1	0.97
5249	P1_I1_M2	0.86
5251	P1_I1_M1	0.8
5255	P1_I1_M1	0.79
5258	P1_I1_M3	0.79
5259	P1_I1_M4	0.87
5273	P1_I1_M1	0.79
5278	P1_I1_M2	0.78
5287	P1_I1_M1	0.96
5289	P1_I1_M1	0.97
5293	P1_I1_M3	0.86
5294	P1_I1_M1	0.93
5295	P1_I1_M1	0.97
5300	P1_I1_M1	0.98
5302	P1_I1_M1	0.98
5304	P1_I1_M1	0.96
5310	P1_I1_M4	0.85
5311	P1_I1_M1	0.8
5314	P1_I1_M1	0.98
5315	P1_I1_M1	0.8
5317	P1_I1_M1	0.78
5319	P1_I1_M1	0.98
5322	P1_I1_M1	0.75
5325	P1_I1_M1	0.87
5329	P1_I1_M1	0.97
5334	P1_I1_M2	0.76
5338	P1_I1_M1	0.77
5340	P1_I1_M1	0.78
5341	P1_I1_M1	0.91
5346	P1_I1_M1	0.95
5350	P1_I1_M1	0.78
5356	P1_I1_M1	0.79
5360	P1_I1_M1	0.96
5362	P1_I1_M1	0.95
5365	P1_I1_M1	0.92
5369	P1_I1_M2	0.68
5379	P1_I1_M1	0.79
5383	P1_I1_M3	0.91
5387	P1_I1_M4	0.92
5391	P1_I1_M1	0.75
5395	P1_I1_M2	0.87
5396	P1_I1_M1	0.94
5397	P1_I1_M2	0.92
5398	P1_I1_M2	0.83
5399	P1_I1_M5	0.81
5407	P1_I1_M1	0.94
5408	P1_I1_M3	0.88
5409	P1_I1_M1	0.8
5410	P1_I1_M1	0.98
5414	P1_I1_M7	0.91
5416	P1_I1_M1	0.88
5419	P1_I1_M1	0.77
5423	P1_I1_M4	0.9
5424	P1_I1_M1	0.96
5425	P1_I1_M3	0.84
5428	P1_I1_M1	0.98
5430	P1_I1_M3	0.84
5433	P1_I1_M1	0.98
5443	P1_I1_M1	0.95
5445	P1_I1_M6	0.83
5452	P1_I1_M1	0.95
5454	P1_I1_M1	0.97
5456	P1_I1_M3	0.79
5461	P1_I1_M5	0.85
5463	P1_I1_M1	0.94
5468	P1_I1_M1	0.98
5469	P1_I1_M3	0.83
5471	P1_I1_M1	0.96
5473	P1_I1_M2	0.84
5476	P1_I1_M1	0.79
5478	P1_I1_M1	0.77
5486	P1_I1_M3	0.82
5487	P1_I1_M1	0.97
5491	P1_I1_M1	0.96
5492	P1_I1_M1	0.92
5504	P1_I1_M1	0.93
5507	P1_I1_M1	0.95
5509	P1_I1_M2	0.9
5511	P1_I1_M1	0.93
5518	P1_I1_M1	0.93
5522	P1_I1_M1	0.97
5523	P1_I1_M1	0.79
5526	P1_I1_M1	0.95
5537	P1_I1_M1	0.97
5541	P1_I1_M1	0.8
5544	P1_I1_M6	0.85
5547	P1_I1_M6	0.86
5548	P1_I1_M2	0.79
5550	P1_I1_M3	0.76
5553	P1_I1_M2	0.84
5554	P1_I1_M4	0.84
5556	P1_I1_M1	0.99
5559	P1_I1_M1	0.95
5560	P1_I1_M4	0.78
5561	P1_I1_M4	0.88
5571	P1_I1_M3	0.78
5575	P1_I1_M1	0.74
5577	P1_I1_M1	0.8
5579	P1_I1_M1	0.97
5581	P1_I1_M1	0.88
5589	P1_I1_M2	0.83
5590	P1_I1_M2	0.74
5591	P1_I1_M2	0.85
5593	P1_I1_M3	0.78
5594	P1_I1_M4	0.9
5596	P1_I1_M5	0.83
5602	P1_I1_M3	0.9
5603	P1_I1_M1	0.99
5607	P1_I1_M2	0.77
5614	P1_I1_M4	0.83
5615	P1_I1_M1	0.79
5622	P1_I1_M5	0.77
5628	P1_I1_M5	0.86
5631	P1_I1_M1	0.96
5632	P1_I1_M1	0.91
5633	P1_I1_M1	0.79
5635	P1_I1_M1	0.91
5638	P1_I1_M1	0.77
5644	P1_I1_M3	0.84
5645	P1_I1_M1	0.95
5647	P1_I1_M2	0.85
5653	P1_I1_M1	0.78
5657	P1_I1_M1	0.94
5661	P1_I1_M3	0.86
5666	P1_I1_M3	0.84
5668	P1_I1_M1	0.97
5676	P1_I1_M2	0.89
5678	P1_I1_M1	0.78
5681	P1_I1_M1	0.79
5686	P1_I1_M3	0.92
5689	P1_I1_M4	0.82
5698	P1_I1_M1	0.93
5700	P1_I1_M3	0.87
5702	P1_I1_M2	0.87
5703	P1_I1_M1	0.93
5711	P1_I1_M1	0.96
5714	P1_I1_M2	0.83
5717	P1_I1_M3	0.81
5719	P1_I1_M1	0.8
5723	P1_I1_M1	0.93
5724	P1_I1_M1	0.97
5726	P1_I1_M3	0.9
5731	P1_I1_M7	0.82
5742	P1_I1_M1	0.95
5746	P1_I1_M1	0.98
5748	P1_I1_M1	0.8
5749	P1_I1_M1	0.96
5753	P1_I1_M2	0.81
5756	P1_I1_M1	0.93
5758	P1_I1_M1	0.97
5760	P1_I1_M1	0.98
5762	P1_I1_M1	0.75
5764	P1_I1_M1	0.92
5765	P1_I1_M1	0.8
5769	P1_I1_M1	0.98
5773	P1_I1_M1	0.75
5774	P1_I1_M1	0.98
5775	P1_I1_M1	0.97
5776	P1_I1_M1	0.79
5782	P1_I1_M1	0.81
5784	P1_I1_M3	0.8
5792	P1_I1_M1	0.95
5794	P1_I1_M1	0.91
5798	P1_I1_M1	0.75
5801	P1_I1_M5	0.83
5808	P1_I1_M4	0.89
5809	P1_I1_M1	0.75
5819	P1_I1_M2	0.91
5820	P1_I1_M2	0.79
5822	P1_I1_M3	0.86
5823	P1_I1_M1	0.97
5827	P1_I1_M1	0.97
5833	P1_I1_M2	0.85
5835	P1_I1_M1	0.95
5837	P1_I1_M1	0.97
5838	P1_I1_M6	0.89
5841	P1_I1_M2	0.78
5843	P1_I1_M1	0.95
5844	P1_I1_M1	0.77
5850	P1_I1_M1	0.98
5851	P1_I1_M4	0.9
5852	P1_I1_M1	0.97
5858	P1_I1_M3	0.83
5862	P1_I1_M1	0.94
5866	P1_I1_M2	0.87
5869	P1_I1_M3	0.8
5873	P1_I1_M1	0.88
5881	P1_I1_M1	0.97
5885	P1_I1_M6	0.8
5888	P1_I1_M1	0.98
5890	P1_I1_M1	0.92
5891	P1_I1_M1	0.97
5896	P1_I1_M1	0.79
5899	P1_I1_M1	0.78
5905	P1_I1_M2	0.85
5908	P1_I1_M1	0.97
5914	P1_I1_M2	0.78
5921	P1_I1_M1	0.93
5923	P1_I1_M1	0.79
5924	P1_I1_M1	0.78
5925	P1_I1_M3	0.78
5926	P1_I1_M1	0.8
5930	P1_I1_M1	0.78
5932	P1_I1_M4	0.84
5933	P1_I1_M1	0.98
5936	P1_I1_M3	0.83
5937	P1_I1_M5	0.87
5940	P1_I1_M5	0.86
5943	P1_I1_M1	0.76
5944	P1_I1_M1	0.95
5948	P1_I1_M1	0.78
5950	P1_I1_M2	0.84
5956	P1_I1_M1	0.79
5965	P1_I1_M3	0.89
5979	P1_I1_M1	0.93
5982	P1_I1_M1	0.93
5984	P1_I1_M3	0.75
5989	P1_I1_M1	0.96
5991	P1_I1_M6	0.83
5994	P1_I1_M1	0.79
5997	P1_I1_M1	0.78
5999	P1_I1_M2	0.89
6001	P1_I1_M1	0.79
6019	P1_I1_M2	0.91
6023	P1_I1_M4	0.87
6024	P1_I1_M6	0.95
6026	P1_I1_M1	0.85
6031	P1_I1_M1	0.96
6033	P1_I1_M1	0.76
6034	P1_I1_M1	0.93
6035	P1_I1_M1	0.8
6038	P1_I1_M3	0.81
6041	P1_I1_M1	0.97
6043	P1_I1_M1	0.8
6044	P1_I1_M1	0.96
6046	P1_I1_M2	0.86
6049	P1_I1_M4	0.84
6050	P1_I1_M1	0.79
6051	P1_I1_M1	0.96
6053	P1_I1_M6	0.93
6063	P1_I1_M1	0.98
6064	P1_I1_M1	0.95
6067	P1_I1_M1	0.78
6068	P1_I1_M3	0.81
6072	P1_I1_M2	0.89
6084	P1_I1_M6	0.8
6086	P1_I1_M1	0.94
6089	P1_I1_M2	0.79
6091	P1_I1_M1	0.8
6092	P1_I1_M1	0.8
6094	P1_I1_M1	0.78
6097	P1_I1_M4	0.85
6103	P1_I1_M1	0.79
6107	P1_I1_M1	0.97
6113	P1_I1_M1	0.8
6121	P1_I1_M4	0.93
6122	P1_I1_M5	0.83
6124	P1_I1_M1	0.93
6127	P1_I1_M1	0.8
6129	P1_I1_M5	0.86
6130	P1_I1_M2	0.88
6135	P1_I1_M1	0.79
6137	P1_I1_M1	0.74
6141	P1_I1_M1	0.96
6143	P1_I1_M1	0.8
6144	P1_I1_M3	0.85
6145	P1_I1_M1	0.94
6146	P1_I1_M2	0.84
6148	P1_I1_M1	0.81
6151	P1_I1_M3	0.86
6153	P1_I1_M1	0.75
6158	P1_I1_M6	0.81
6159	P1_I1_M1	0.97
6163	P1_I1_M1	0.79
6165	P1_I1_M1	0.95
6168	P1_I1_M1	0.98
6169	P1_I1_M1	0.98
6177	P1_I1_M2	0.93
6178	P1_I1_M1	0.78
6184	P1_I1_M1	0.98
6187	P1_I1_M1	0.8
6188	P1_I1_M1	0.95
6191	P1_I1_M1	0.79
6192	P1_I1_M1	0.79
6193	P1_I1_M1	0.77
6195	P1_I1_M1	0.76
6198	P1_I1_M3	0.8
6199	P1_I1_M1	0.95
6202	P1_I1_M4	0.86
6205	P1_I1_M1	0.79
6206	P1_I1_M3	0.83
6213	P1_I1_M4	0.83
6217	P1_I1_M2	0.86
6219	P1_I1_M1	0.8
6223	P1_I1_M1	0.79
6226	P1_I1_M1	0.79
6228	P1_I1_M2	0.86
6239	P1_I1_M1	0.91
6241	P1_I1_M1	0.95
6244	P1_I1_M6	0.91
6253	P1_I1_M1	0.9
6255	P1_I1_M2	0.73
6258	P1_I1_M3	0.85
6259	P1_I1_M1	0.95
6260	P1_I1_M1	0.79
6261	P1_I1_M1	0.97
6272	P1_I1_M3	0.81
6277	P1_I1_M2	0.89
6283	P1_I1_M1	0.96
6295	P1_I1_M6	0.9
6296	P1_I1_M1	0.79
6301	P1_I1_M3	0.82
6302	P1_I1_M1	0.78
6303	P1_I1_M1	0.96
6314	P1_I1_M3	0.89
6316	P1_I1_M2	0.8
6317	P1_I1_M1	0.79
6319	P1_I1_M1	0.97
6320	P1_I1_M1	0.97
6321	P1_I1_M2	0.9
6323	P1_I1_M1	0.97
6324	P1_I1_M3	0.89
6326	P1_I1_M1	0.96
6331	P1_I1_M5	0.75
6334	P1_I1_M1	0.93
6335	P1_I1_M1	0.96
6336	P1_I1_M1	0.8
6339	P1_I1_M1	0.95
6342	P1_I1_M1	0.78
6344	P1_I1_M1	0.98
6347	P1_I1_M1	0.88
6349	P1_I1_M3	0.84
6350	P1_I1_M1	0.97
6353	P1_I1_M1	0.98
6358	P1_I1_M1	0.96
6359	P1_I1_M5	0.78
6364	P1_I1_M1	0.8
6373	P1_I1_M2	0.8
6377	P1_I1_M1	0.96
6378	P1_I1_M7	0.78
6379	P1_I1_M2	0.8
6385	P1_I1_M5	0.8
6390	P1_I1_M1	0.91
6395	P1_I1_M6	0.94
6396	P1_I1_M1	0.96
6407	P1_I1_M1	0.78
6410	P1_I1_M2	0.7
6413	P1_I1_M1	0.95
6416	P1_I1_M3	0.83
6423	P1_I1_M4	0.91
6431	P1_I1_M3	0.77
6433	P1_I1_M1	0.97
6434	P1_I1_M1	0.8
6443	P1_I1_M1	0.97
6444	P1_I1_M3	0.85
6447	P1_I1_M1	0.94
6448	P1_I1_M6	0.8
6456	P1_I1_M1	0.77
6457	P1_I1_M1	0.97
6463	P1_I1_M1	0.96
6467	P1_I1_M3	0.8
6468	P1_I1_M3	0.83
6470	P1_I1_M1	0.96
6476	P1_I1_M1	0.97
6478	P1_I1_M2	0.76
6488	P1_I1_M4	0.82
6490	P1_I1_M1	0.93
6491	P1_I1_M1	0.78
6493	P1_I1_M1	0.78
6494	P1_I1_M2	0.88
6496	P1_I1_M1	0.97
6499	P1_I1_M1	0.94
6502	P1_I1_M1	0.77
6507	P1_I1_M3	0.76
6510	P1_I1_M1	0.78
6511	P1_I1_M4	0.87
6516	P1_I1_M1	0.97
6521	P1_I1_M1	0.78
6522	P1_I1_M5	0.84
6524	P1_I1_M1	0.95
6529	P1_I1_M3	0.81
6543	P1_I1_M1	0.85
6545	P1_I1_M1	0.95
6547	P1_I1_M1	0.78
6548	P1_I1_M1	0.96
6560	P1_I1_M1	0.95
6566	P1_I1_M3	0.8
6569	P1_I1_M1	0.77
6570	P1_I1_M1	0.94
6572	P1_I1_M4	0.8
6575	P1_I1_M1	0.98
6578	P1_I1_M2	0.71
6579	P1_I1_M1	0.84
6581	P1_I1_M1	0.77
6584	P1_I1_M1	0.79
6589	P1_I1_M3	0.83
6591	P1_I1_M4	0.89
6595	P1_I1_M1	0.79
6601	P1_I1_M2	0.81
6608	P1_I1_M1	0.76
6609	P1_I1_M3	0.83
6610	P1_I1_M1	0.93
6613	P1_I1_M1	0.97
6616	P1_I1_M4	0.86
6626	P1_I1_M1	0.74
6627	P1_I1_M1	0.98
6632	P1_I1_M1	0.8
6633	P1_I1_M1	0.98
6646	P1_I1_M2	0.86
6651	P1_I1_M1	0.95
6659	P1_I1_M5	0.84
6665	P1_I1_M2	0.84
6668	P1_I1_M1	0.77
6673	P1_I1_M1	0.95
6675	P1_I1_M1	0.79
6681	P1_I1_M1	0.99
6683	P1_I1_M1	0.94
6684	P1_I1_M2	0.81
6688	P1_I1_M1	0.99
6692	P1_I1_M1	0.96
6702	P1_I1_M1	0.98
6703	P1_I1_M1	0.8
6704	P1_I1_M2	0.87
6707	P1_I1_M2	0.84
6708	P1_I1_M5	0.9
6709	P1_I1_M3	0.8
6713	P1_I1_M1	0.9
6715	P1_I1_M3	0.82
6721	P1_I1_M2	0.79
6724	P1_I1_M1	0.98
6731	P1_I1_M3	0.85
6738	P1_I1_M1	0.98
6739	P1_I1_M1	0.79
6740	P1_I1_M1	0.79
6742	P1_I1_M1	0.98
6750	P1_I1_M1	0.76
6751	P1_I1_M1	0.79
6752	P1_I1_M1	0.77
6755	P1_I1_M2	0.84
6756	P1_I1_M1	0.98
6759	P1_I1_M1	0.98
6767	P1_I1_M1	0.8
6768	P1_I1_M1	0.97
6769	P1_I1_M1	0.81
6773	P1_I1_M4	0.91
6777	P1_I1_M1	0.96
6780	P1_I1_M1	0.79
6784	P1_I1_M6	0.89
6787	P1_I1_M4	0.85
6790	P1_I1_M1	0.86
6791	P1_I1_M2	0.83
6793	P1_I1_M1	0.97
6799	P1_I1_M1	0.79
6800	P1_I1_M2	0.83
6801	P1_I1_M4	0.89
6806	P1_I1_M1	0.78
6807	P1_I1_M1	0.79
6811	P1_I1_M1	0.8
6821	P1_I1_M6	0.79
6826	P1_I1_M3	0.84
6831	P1_I1_M2	0.81
6834	P1_I1_M5	0.87
6842	P1_I1_M1	0.87
6844	P1_I1_M3	0.89
6846	P1_I1_M1	0.78
6851	P1_I1_M4	0.88
6853	P1_I1_M2	0.89
6862	P1_I1_M2	0.91
6864	P1_I1_M1	0.98
6867	P1_I1_M1	0.81
6868	P1_I1_M3	0.9
6870	P1_I1_M2	0.83
6876	P1_I1_M1	0.98
6883	P1_I1_M3	0.82
6887	P1_I1_M1	0.89
6888	P1_I1_M1	0.97
6889	P1_I1_M1	0.79
6891	P1_I1_M1	0.78
6892	P1_I1_M1	0.91
6895	P1_I1_M7	0.86
6909	P1_I1_M1	0.98
6913	P1_I1_M1	0.91
6915	P1_I1_M1	0.99
6920	P1_I1_M6	0.9
6926	P1_I1_M1	0.79
6928	P1_I1_M1	0.88
6938	P1_I1_M4	0.81
6941	P1_I1_M2	0.82
