Gene	Module	kME
4215	UNCLASSIFIED	NA
4216	UNCLASSIFIED	NA
4217	UNCLASSIFIED	NA
4218	P2_I12_M2	0.91
4219	P1_I4_M1	0.98
4220	P6_I4_M1	0.81
4221	P2_I12_M3	0.82
4222	P2_I12_M3	0.89
4223	P1_I4_M1	0.97
4224	UNCLASSIFIED	NA
4225	UNCLASSIFIED	NA
4226	P3_I7_M4	0.91
4227	UNCLASSIFIED	NA
4228	UNCLASSIFIED	NA
4229	P1_I4_M1	0.93
4230	UNCLASSIFIED	NA
4231	UNCLASSIFIED	NA
4232	UNCLASSIFIED	NA
4233	UNCLASSIFIED	NA
4234	UNCLASSIFIED	NA
4235	UNCLASSIFIED	NA
4236	UNCLASSIFIED	NA
4237	UNCLASSIFIED	NA
4238	P4_I7_M6	0.84
4239	P1_I4_M1	0.93
4240	P3_I7_M1	0.81
4241	UNCLASSIFIED	NA
4242	UNCLASSIFIED	NA
4243	UNCLASSIFIED	NA
4244	P7_I3_M3	0.84
4245	P1_I4_M1	0.97
4246	P2_I12_M2	0.85
4247	UNCLASSIFIED	NA
4248	UNCLASSIFIED	NA
4249	UNCLASSIFIED	NA
4250	UNCLASSIFIED	NA
4251	UNCLASSIFIED	NA
4252	P1_I4_M1	0.98
4253	UNCLASSIFIED	NA
4254	UNCLASSIFIED	NA
4255	UNCLASSIFIED	NA
4256	UNCLASSIFIED	NA
4257	UNCLASSIFIED	NA
4258	P1_I4_M1	0.98
4259	P6_I4_M1	0.81
4260	UNCLASSIFIED	NA
4261	P2_I12_M5	0.84
4262	UNCLASSIFIED	NA
4263	P3_I7_M1	0.87
4264	UNCLASSIFIED	NA
4265	UNCLASSIFIED	NA
4266	UNCLASSIFIED	NA
4267	P1_I4_M1	0.99
4268	UNCLASSIFIED	NA
4269	UNCLASSIFIED	NA
4270	P2_I12_M4	0.82
4271	P2_I12_M1	0.86
4272	UNCLASSIFIED	NA
4273	P2_I12_M1	0.9
4274	UNCLASSIFIED	NA
4275	UNCLASSIFIED	NA
4276	UNCLASSIFIED	NA
4277	P2_I12_M4	0.9
4278	P2_I12_M2	0.82
4279	UNCLASSIFIED	NA
4280	P6_I4_M2	0.93
4281	UNCLASSIFIED	NA
4282	P1_I4_M1	0.87
4283	UNCLASSIFIED	NA
4284	P1_I4_M1	0.98
4285	P1_I4_M1	0.98
4286	UNCLASSIFIED	NA
4287	UNCLASSIFIED	NA
4288	UNCLASSIFIED	NA
4289	UNCLASSIFIED	NA
4290	UNCLASSIFIED	NA
4291	P2_I12_M1	0.85
4292	P1_I4_M1	0.91
4293	P3_I7_M2	0.82
4294	P5_I4_M5	0.95
4295	P1_I4_M1	0.98
4296	P2_I12_M4	0.84
4297	P2_I12_M4	0.9
4298	UNCLASSIFIED	NA
4299	UNCLASSIFIED	NA
4300	UNCLASSIFIED	NA
4301	UNCLASSIFIED	NA
4302	UNCLASSIFIED	NA
4303	P2_I12_M3	0.83
4304	UNCLASSIFIED	NA
4305	UNCLASSIFIED	NA
4306	UNCLASSIFIED	NA
4307	P1_I4_M1	0.9
4308	UNCLASSIFIED	NA
4309	P2_I12_M5	0.88
4310	P2_I12_M5	0.83
4311	UNCLASSIFIED	NA
4312	UNCLASSIFIED	NA
4313	UNCLASSIFIED	NA
4314	UNCLASSIFIED	NA
4315	P2_I12_M5	0.88
4316	UNCLASSIFIED	NA
4317	P5_I4_M4	0.88
4318	P1_I4_M1	0.97
4319	UNCLASSIFIED	NA
4320	UNCLASSIFIED	NA
4321	UNCLASSIFIED	NA
4322	P3_I7_M4	0.94
4323	P8_I3_M4	0.89
4324	UNCLASSIFIED	NA
4325	UNCLASSIFIED	NA
4326	P1_I4_M1	0.99
4327	P5_I4_M1	0.82
4328	P7_I3_M1	0.85
4329	UNCLASSIFIED	NA
4330	P1_I4_M1	0.98
4331	UNCLASSIFIED	NA
4332	UNCLASSIFIED	NA
4333	UNCLASSIFIED	NA
4334	P3_I7_M3	0.87
4335	UNCLASSIFIED	NA
4336	P7_I3_M2	0.86
4337	P2_I12_M5	0.88
4338	P11_I3_M1	0.84
4339	P2_I12_M4	0.85
4340	UNCLASSIFIED	NA
4341	UNCLASSIFIED	NA
4342	P2_I12_M5	0.83
4343	UNCLASSIFIED	NA
4344	UNCLASSIFIED	NA
4345	UNCLASSIFIED	NA
4346	P1_I4_M1	0.97
4347	P3_I7_M1	0.82
4348	P3_I7_M1	0.87
4349	P2_I12_M4	0.84
4350	P1_I4_M1	0.98
4351	P2_I12_M4	0.86
4352	UNCLASSIFIED	NA
4353	UNCLASSIFIED	NA
4354	UNCLASSIFIED	NA
4355	UNCLASSIFIED	NA
4356	UNCLASSIFIED	NA
4357	UNCLASSIFIED	NA
4358	UNCLASSIFIED	NA
4359	UNCLASSIFIED	NA
4360	P1_I4_M1	0.94
4361	UNCLASSIFIED	NA
4362	UNCLASSIFIED	NA
4363	P3_I7_M5	0.96
4364	UNCLASSIFIED	NA
4365	UNCLASSIFIED	NA
4366	UNCLASSIFIED	NA
4367	UNCLASSIFIED	NA
4368	UNCLASSIFIED	NA
4369	UNCLASSIFIED	NA
4370	UNCLASSIFIED	NA
4371	P2_I12_M5	0.86
4372	P3_I7_M2	0.92
4373	UNCLASSIFIED	NA
4374	P4_I7_M3	0.87
4375	P8_I3_M1	0.82
4376	UNCLASSIFIED	NA
4377	P2_I12_M2	0.87
4378	UNCLASSIFIED	NA
4379	UNCLASSIFIED	NA
4380	UNCLASSIFIED	NA
4381	P2_I12_M4	0.86
4382	UNCLASSIFIED	NA
4383	UNCLASSIFIED	NA
4384	UNCLASSIFIED	NA
4385	P5_I4_M5	0.84
4386	P1_I4_M1	0.96
4387	P2_I12_M3	0.89
4388	UNCLASSIFIED	NA
4389	P2_I12_M4	0.87
4390	UNCLASSIFIED	NA
4391	P1_I4_M1	0.96
4392	UNCLASSIFIED	NA
4393	UNCLASSIFIED	NA
4394	UNCLASSIFIED	NA
4395	P1_I4_M1	0.99
4396	UNCLASSIFIED	NA
4397	UNCLASSIFIED	NA
4398	UNCLASSIFIED	NA
4399	UNCLASSIFIED	NA
4400	P2_I12_M5	0.85
4401	UNCLASSIFIED	NA
4402	UNCLASSIFIED	NA
4403	UNCLASSIFIED	NA
4404	UNCLASSIFIED	NA
4405	UNCLASSIFIED	NA
4406	UNCLASSIFIED	NA
4407	UNCLASSIFIED	NA
4408	P1_I4_M1	0.99
4409	P2_I12_M5	0.82
4410	UNCLASSIFIED	NA
4411	UNCLASSIFIED	NA
4412	P4_I7_M3	0.85
4413	UNCLASSIFIED	NA
4414	P2_I12_M2	0.82
4415	UNCLASSIFIED	NA
4416	UNCLASSIFIED	NA
4417	UNCLASSIFIED	NA
4418	UNCLASSIFIED	NA
4419	UNCLASSIFIED	NA
4420	UNCLASSIFIED	NA
4421	P1_I4_M1	0.88
4422	UNCLASSIFIED	NA
4423	UNCLASSIFIED	NA
4424	UNCLASSIFIED	NA
4425	UNCLASSIFIED	NA
4426	UNCLASSIFIED	NA
4427	UNCLASSIFIED	NA
4428	UNCLASSIFIED	NA
4429	UNCLASSIFIED	NA
4430	UNCLASSIFIED	NA
4431	UNCLASSIFIED	NA
4432	UNCLASSIFIED	NA
4433	UNCLASSIFIED	NA
4434	UNCLASSIFIED	NA
4435	UNCLASSIFIED	NA
4436	UNCLASSIFIED	NA
4437	UNCLASSIFIED	NA
4438	P5_I4_M1	0.84
4439	UNCLASSIFIED	NA
4440	UNCLASSIFIED	NA
4441	P2_I12_M2	0.83
4442	UNCLASSIFIED	NA
4443	P1_I4_M1	0.93
4444	UNCLASSIFIED	NA
4445	UNCLASSIFIED	NA
4446	P4_I7_M6	0.83
4447	P2_I12_M5	0.85
4448	P1_I4_M1	0.99
4449	UNCLASSIFIED	NA
4450	UNCLASSIFIED	NA
4451	P2_I12_M2	0.85
4452	P1_I4_M1	0.99
4453	UNCLASSIFIED	NA
4454	UNCLASSIFIED	NA
4455	P5_I4_M2	0.82
4456	UNCLASSIFIED	NA
4457	UNCLASSIFIED	NA
4458	UNCLASSIFIED	NA
4459	UNCLASSIFIED	NA
4460	P1_I4_M1	0.98
4461	P2_I12_M1	0.81
4462	P2_I12_M5	0.82
4463	UNCLASSIFIED	NA
4464	P2_I12_M5	0.85
4465	UNCLASSIFIED	NA
4466	UNCLASSIFIED	NA
4467	P2_I12_M1	0.88
4468	UNCLASSIFIED	NA
4469	UNCLASSIFIED	NA
4470	UNCLASSIFIED	NA
4471	UNCLASSIFIED	NA
4472	UNCLASSIFIED	NA
4473	UNCLASSIFIED	NA
4474	UNCLASSIFIED	NA
4475	UNCLASSIFIED	NA
4476	UNCLASSIFIED	NA
4477	P4_I7_M4	0.83
4478	P1_I4_M1	0.96
4479	UNCLASSIFIED	NA
4480	P1_I4_M1	0.98
4481	UNCLASSIFIED	NA
4482	UNCLASSIFIED	NA
4483	UNCLASSIFIED	NA
4484	UNCLASSIFIED	NA
4485	P2_I12_M1	0.81
4486	UNCLASSIFIED	NA
4487	UNCLASSIFIED	NA
4488	P1_I4_M1	0.91
4489	P2_I12_M1	0.85
4490	P1_I4_M1	0.98
4491	P1_I4_M1	0.99
4492	UNCLASSIFIED	NA
4493	P1_I4_M1	0.99
4494	UNCLASSIFIED	NA
4495	UNCLASSIFIED	NA
4496	UNCLASSIFIED	NA
4497	UNCLASSIFIED	NA
4498	UNCLASSIFIED	NA
4499	P5_I4_M1	0.84
4500	P2_I12_M1	0.94
4501	UNCLASSIFIED	NA
4502	UNCLASSIFIED	NA
4503	P5_I4_M1	0.85
4504	P2_I12_M5	0.87
4505	UNCLASSIFIED	NA
4506	UNCLASSIFIED	NA
4507	UNCLASSIFIED	NA
4508	UNCLASSIFIED	NA
4509	UNCLASSIFIED	NA
4510	P5_I4_M2	0.87
4511	UNCLASSIFIED	NA
4512	UNCLASSIFIED	NA
4513	UNCLASSIFIED	NA
4514	UNCLASSIFIED	NA
4515	UNCLASSIFIED	NA
4516	P4_I7_M3	0.86
4517	P1_I4_M1	0.93
4518	P2_I12_M4	0.83
4519	UNCLASSIFIED	NA
4520	P2_I12_M4	0.84
4521	UNCLASSIFIED	NA
4522	UNCLASSIFIED	NA
4523	UNCLASSIFIED	NA
4524	P2_I12_M3	0.88
4525	UNCLASSIFIED	NA
4526	UNCLASSIFIED	NA
4527	P8_I3_M4	0.83
4528	UNCLASSIFIED	NA
4529	P2_I12_M4	0.89
4530	UNCLASSIFIED	NA
4531	UNCLASSIFIED	NA
4532	P1_I4_M1	0.95
4533	P1_I4_M1	0.98
4534	UNCLASSIFIED	NA
4535	P1_I4_M1	0.97
4536	UNCLASSIFIED	NA
4537	P2_I12_M5	0.85
4538	P4_I7_M3	0.85
4539	UNCLASSIFIED	NA
4540	UNCLASSIFIED	NA
4541	UNCLASSIFIED	NA
4542	P2_I12_M2	0.87
4543	UNCLASSIFIED	NA
4544	UNCLASSIFIED	NA
4545	UNCLASSIFIED	NA
4546	P4_I7_M3	0.85
4547	UNCLASSIFIED	NA
4548	P1_I4_M1	0.89
4549	P1_I4_M1	0.96
4550	UNCLASSIFIED	NA
4551	P2_I12_M5	0.86
4552	UNCLASSIFIED	NA
4553	P1_I4_M1	0.98
4554	P2_I12_M3	0.88
4555	P11_I3_M1	0.86
4556	UNCLASSIFIED	NA
4557	UNCLASSIFIED	NA
4558	P1_I4_M1	0.99
4559	P2_I12_M4	0.86
4560	P1_I4_M1	0.83
4561	P4_I7_M5	0.88
4562	UNCLASSIFIED	NA
4563	UNCLASSIFIED	NA
4564	UNCLASSIFIED	NA
4565	UNCLASSIFIED	NA
4566	UNCLASSIFIED	NA
4567	UNCLASSIFIED	NA
4568	P3_I7_M2	0.83
4569	P10_I6_M5	0.85
4570	P2_I12_M4	0.86
4571	UNCLASSIFIED	NA
4572	UNCLASSIFIED	NA
4573	UNCLASSIFIED	NA
4574	UNCLASSIFIED	NA
4575	UNCLASSIFIED	NA
4576	UNCLASSIFIED	NA
4577	UNCLASSIFIED	NA
4578	UNCLASSIFIED	NA
4579	P2_I12_M1	0.89
4580	P3_I7_M3	0.89
4581	P2_I12_M3	0.88
4582	UNCLASSIFIED	NA
4583	P12_I5_M1	0.84
4584	P3_I7_M5	0.84
4585	P2_I12_M5	0.88
4586	P2_I12_M2	0.87
4587	P1_I4_M1	0.98
4588	UNCLASSIFIED	NA
4589	UNCLASSIFIED	NA
4590	P2_I12_M5	0.89
4591	P3_I7_M3	0.84
4592	UNCLASSIFIED	NA
4593	UNCLASSIFIED	NA
4594	UNCLASSIFIED	NA
4595	UNCLASSIFIED	NA
4596	UNCLASSIFIED	NA
4597	UNCLASSIFIED	NA
4598	UNCLASSIFIED	NA
4599	P3_I7_M2	0.84
4600	P3_I7_M5	0.92
4601	P1_I4_M1	0.94
4602	UNCLASSIFIED	NA
4603	UNCLASSIFIED	NA
4604	UNCLASSIFIED	NA
4605	P3_I7_M2	0.81
4606	UNCLASSIFIED	NA
4607	P4_I7_M1	0.82
4608	P1_I4_M1	0.97
4609	UNCLASSIFIED	NA
4610	UNCLASSIFIED	NA
4611	P2_I12_M3	0.91
4612	UNCLASSIFIED	NA
4613	P1_I4_M1	0.99
4614	P1_I4_M1	0.94
4615	UNCLASSIFIED	NA
4616	UNCLASSIFIED	NA
4617	P8_I3_M3	0.82
4618	UNCLASSIFIED	NA
4619	UNCLASSIFIED	NA
4620	UNCLASSIFIED	NA
4621	UNCLASSIFIED	NA
4622	P2_I12_M3	0.88
4623	UNCLASSIFIED	NA
4624	UNCLASSIFIED	NA
4625	UNCLASSIFIED	NA
4626	UNCLASSIFIED	NA
4627	UNCLASSIFIED	NA
4628	UNCLASSIFIED	NA
4629	P4_I7_M3	0.81
4630	UNCLASSIFIED	NA
4631	UNCLASSIFIED	NA
4632	UNCLASSIFIED	NA
4633	P1_I4_M1	0.98
4634	UNCLASSIFIED	NA
4635	P3_I7_M6	0.94
4636	P2_I12_M3	0.84
4637	P3_I7_M5	0.93
4638	P1_I4_M1	0.96
4639	UNCLASSIFIED	NA
4640	UNCLASSIFIED	NA
4641	UNCLASSIFIED	NA
4642	UNCLASSIFIED	NA
4643	UNCLASSIFIED	NA
4644	UNCLASSIFIED	NA
4645	UNCLASSIFIED	NA
4646	UNCLASSIFIED	NA
4647	UNCLASSIFIED	NA
4648	UNCLASSIFIED	NA
4649	UNCLASSIFIED	NA
4650	P2_I12_M5	0.8
4651	P8_I3_M2	0.84
4652	UNCLASSIFIED	NA
4653	P4_I7_M1	0.82
4654	UNCLASSIFIED	NA
4655	UNCLASSIFIED	NA
4656	P5_I4_M3	0.8
4657	P2_I12_M4	0.85
4658	UNCLASSIFIED	NA
4659	UNCLASSIFIED	NA
4660	UNCLASSIFIED	NA
4661	UNCLASSIFIED	NA
4662	UNCLASSIFIED	NA
4663	UNCLASSIFIED	NA
4664	P2_I12_M4	0.85
4665	UNCLASSIFIED	NA
4666	P2_I12_M5	0.84
4667	UNCLASSIFIED	NA
4668	UNCLASSIFIED	NA
4669	UNCLASSIFIED	NA
4670	UNCLASSIFIED	NA
4671	UNCLASSIFIED	NA
4672	UNCLASSIFIED	NA
4673	UNCLASSIFIED	NA
4674	UNCLASSIFIED	NA
4675	UNCLASSIFIED	NA
4676	P2_I12_M2	0.85
4677	UNCLASSIFIED	NA
4678	UNCLASSIFIED	NA
4679	UNCLASSIFIED	NA
4680	UNCLASSIFIED	NA
4681	UNCLASSIFIED	NA
4682	P1_I4_M1	0.99
4683	UNCLASSIFIED	NA
4684	UNCLASSIFIED	NA
4685	UNCLASSIFIED	NA
4686	UNCLASSIFIED	NA
4687	UNCLASSIFIED	NA
4688	UNCLASSIFIED	NA
4689	UNCLASSIFIED	NA
4690	UNCLASSIFIED	NA
4691	UNCLASSIFIED	NA
4692	P3_I7_M1	0.8
4693	UNCLASSIFIED	NA
4694	P3_I7_M1	0.89
4695	P7_I3_M3	0.85
4696	UNCLASSIFIED	NA
4697	UNCLASSIFIED	NA
4698	UNCLASSIFIED	NA
4699	UNCLASSIFIED	NA
4700	UNCLASSIFIED	NA
4701	UNCLASSIFIED	NA
4702	P1_I4_M1	0.99
4703	UNCLASSIFIED	NA
4704	P6_I4_M1	0.86
4705	UNCLASSIFIED	NA
4706	P1_I4_M1	0.96
4707	UNCLASSIFIED	NA
4708	UNCLASSIFIED	NA
4709	UNCLASSIFIED	NA
4710	UNCLASSIFIED	NA
4711	UNCLASSIFIED	NA
4712	P8_I3_M3	0.84
4713	P2_I12_M3	0.83
4714	UNCLASSIFIED	NA
4715	UNCLASSIFIED	NA
4716	P4_I7_M3	0.82
4717	UNCLASSIFIED	NA
4718	UNCLASSIFIED	NA
4719	UNCLASSIFIED	NA
4720	P4_I7_M1	0.88
4721	UNCLASSIFIED	NA
4722	UNCLASSIFIED	NA
4723	P2_I12_M2	0.84
4724	UNCLASSIFIED	NA
4725	P2_I12_M1	0.86
4726	P1_I4_M1	0.96
4727	P1_I4_M1	0.97
4728	UNCLASSIFIED	NA
4729	UNCLASSIFIED	NA
4730	UNCLASSIFIED	NA
4731	P1_I4_M1	0.98
4732	UNCLASSIFIED	NA
4733	UNCLASSIFIED	NA
4734	UNCLASSIFIED	NA
4735	UNCLASSIFIED	NA
4736	UNCLASSIFIED	NA
4737	UNCLASSIFIED	NA
4738	UNCLASSIFIED	NA
4739	UNCLASSIFIED	NA
4740	UNCLASSIFIED	NA
4741	UNCLASSIFIED	NA
4742	UNCLASSIFIED	NA
4743	P2_I12_M2	0.81
4744	UNCLASSIFIED	NA
4745	UNCLASSIFIED	NA
4746	UNCLASSIFIED	NA
4747	P2_I12_M3	0.83
4748	UNCLASSIFIED	NA
4749	P5_I4_M1	0.84
4750	UNCLASSIFIED	NA
4751	UNCLASSIFIED	NA
4752	UNCLASSIFIED	NA
4753	P6_I4_M1	0.82
4754	UNCLASSIFIED	NA
4755	P5_I4_M3	0.81
4756	UNCLASSIFIED	NA
4757	UNCLASSIFIED	NA
4758	UNCLASSIFIED	NA
4759	P1_I4_M1	0.97
4760	UNCLASSIFIED	NA
4761	UNCLASSIFIED	NA
4762	UNCLASSIFIED	NA
4763	P2_I12_M1	0.89
4764	P1_I4_M1	0.96
4765	UNCLASSIFIED	NA
4766	P4_I7_M3	0.83
4767	P2_I12_M3	0.87
4768	P3_I7_M3	0.82
4769	UNCLASSIFIED	NA
4770	P1_I4_M1	0.91
4771	P2_I12_M1	0.88
4772	UNCLASSIFIED	NA
4773	P3_I7_M1	0.86
4774	UNCLASSIFIED	NA
4775	UNCLASSIFIED	NA
4776	UNCLASSIFIED	NA
4777	UNCLASSIFIED	NA
4778	P3_I7_M5	0.93
4779	P1_I4_M1	0.96
4780	P6_I4_M2	0.93
4781	P2_I12_M3	0.86
4782	UNCLASSIFIED	NA
4783	UNCLASSIFIED	NA
4784	P3_I7_M3	0.83
4785	UNCLASSIFIED	NA
4786	P5_I4_M2	0.85
4787	P2_I12_M3	0.88
4788	P1_I4_M1	0.98
4789	UNCLASSIFIED	NA
4790	UNCLASSIFIED	NA
4791	UNCLASSIFIED	NA
4792	UNCLASSIFIED	NA
4793	P3_I7_M3	0.85
4794	P4_I7_M3	0.83
4795	P3_I7_M5	0.8
4796	P2_I12_M5	0.82
4797	UNCLASSIFIED	NA
4798	P2_I12_M2	0.91
4799	UNCLASSIFIED	NA
4800	UNCLASSIFIED	NA
4801	UNCLASSIFIED	NA
4802	P3_I7_M2	0.86
4803	P10_I6_M2	0.89
4804	UNCLASSIFIED	NA
4805	UNCLASSIFIED	NA
4806	UNCLASSIFIED	NA
4807	UNCLASSIFIED	NA
4808	UNCLASSIFIED	NA
4809	UNCLASSIFIED	NA
4810	UNCLASSIFIED	NA
4811	P1_I4_M1	0.97
4812	UNCLASSIFIED	NA
4813	UNCLASSIFIED	NA
4814	UNCLASSIFIED	NA
4815	P2_I12_M4	0.85
4816	UNCLASSIFIED	NA
4817	P1_I4_M1	0.99
4818	UNCLASSIFIED	NA
4819	UNCLASSIFIED	NA
4820	P3_I7_M3	0.85
4821	P4_I7_M4	0.83
4822	UNCLASSIFIED	NA
4823	UNCLASSIFIED	NA
4824	P4_I7_M6	0.83
4825	UNCLASSIFIED	NA
4826	P2_I12_M2	0.83
4827	UNCLASSIFIED	NA
4828	P3_I7_M2	0.83
4829	UNCLASSIFIED	NA
4830	P2_I12_M4	0.84
4831	P2_I12_M1	0.86
4832	UNCLASSIFIED	NA
4833	UNCLASSIFIED	NA
4834	P5_I4_M5	0.83
4835	UNCLASSIFIED	NA
4836	UNCLASSIFIED	NA
4837	P11_I3_M1	0.85
4838	UNCLASSIFIED	NA
4839	P3_I7_M1	0.85
4840	P3_I7_M5	0.85
4841	UNCLASSIFIED	NA
4842	P2_I12_M5	0.85
4843	UNCLASSIFIED	NA
4844	P2_I12_M4	0.88
4845	P1_I4_M1	0.92
4846	P2_I12_M1	0.83
4847	UNCLASSIFIED	NA
4848	P1_I4_M1	0.97
4849	P3_I7_M3	0.87
4850	UNCLASSIFIED	NA
4851	UNCLASSIFIED	NA
4852	UNCLASSIFIED	NA
4853	P2_I12_M4	0.85
4854	P2_I12_M1	0.89
4855	UNCLASSIFIED	NA
4856	UNCLASSIFIED	NA
4857	UNCLASSIFIED	NA
4858	P5_I4_M2	0.85
4859	UNCLASSIFIED	NA
4860	P3_I7_M4	0.95
4861	UNCLASSIFIED	NA
4862	UNCLASSIFIED	NA
4863	P1_I4_M1	0.96
4864	UNCLASSIFIED	NA
4865	UNCLASSIFIED	NA
4866	P1_I4_M1	0.95
4867	UNCLASSIFIED	NA
4868	UNCLASSIFIED	NA
4869	UNCLASSIFIED	NA
4870	UNCLASSIFIED	NA
4871	UNCLASSIFIED	NA
4872	UNCLASSIFIED	NA
4873	UNCLASSIFIED	NA
4874	UNCLASSIFIED	NA
4875	UNCLASSIFIED	NA
4876	P1_I4_M1	0.98
4877	P1_I4_M1	0.95
4878	UNCLASSIFIED	NA
4879	UNCLASSIFIED	NA
4880	UNCLASSIFIED	NA
4881	UNCLASSIFIED	NA
4882	UNCLASSIFIED	NA
4883	P2_I12_M2	0.91
4884	UNCLASSIFIED	NA
4885	UNCLASSIFIED	NA
4886	UNCLASSIFIED	NA
4887	UNCLASSIFIED	NA
4888	P3_I7_M1	0.86
4889	UNCLASSIFIED	NA
4890	UNCLASSIFIED	NA
4891	P2_I12_M1	0.85
4892	UNCLASSIFIED	NA
4893	P2_I12_M2	0.85
4894	UNCLASSIFIED	NA
4895	UNCLASSIFIED	NA
4896	UNCLASSIFIED	NA
4897	P2_I12_M5	0.88
4898	UNCLASSIFIED	NA
4899	P1_I4_M1	0.96
4900	UNCLASSIFIED	NA
4901	UNCLASSIFIED	NA
4902	UNCLASSIFIED	NA
4903	UNCLASSIFIED	NA
4904	P1_I4_M1	0.97
4905	P2_I12_M2	0.84
4906	UNCLASSIFIED	NA
4907	UNCLASSIFIED	NA
4908	UNCLASSIFIED	NA
4909	UNCLASSIFIED	NA
4910	P4_I7_M4	0.81
4911	UNCLASSIFIED	NA
4912	UNCLASSIFIED	NA
4913	UNCLASSIFIED	NA
4914	P10_I6_M2	0.82
4915	UNCLASSIFIED	NA
4916	P5_I4_M4	0.81
4917	P2_I12_M2	0.85
4918	P7_I3_M2	0.91
4919	P2_I12_M3	0.85
4920	P10_I6_M5	0.88
4921	P5_I4_M3	0.83
4922	P1_I4_M1	0.98
4923	UNCLASSIFIED	NA
4924	P5_I4_M3	0.87
4925	UNCLASSIFIED	NA
4926	UNCLASSIFIED	NA
4927	P2_I12_M1	0.9
4928	P1_I4_M1	0.84
4929	UNCLASSIFIED	NA
4930	UNCLASSIFIED	NA
4931	P1_I4_M1	0.98
4932	UNCLASSIFIED	NA
4933	UNCLASSIFIED	NA
4934	UNCLASSIFIED	NA
4935	P2_I12_M2	0.84
4936	UNCLASSIFIED	NA
4937	UNCLASSIFIED	NA
4938	P2_I12_M3	0.83
4939	UNCLASSIFIED	NA
4940	P3_I7_M3	0.87
4941	UNCLASSIFIED	NA
4942	UNCLASSIFIED	NA
4943	P2_I12_M3	0.85
4944	P3_I7_M4	0.89
4945	UNCLASSIFIED	NA
4946	UNCLASSIFIED	NA
4947	UNCLASSIFIED	NA
4948	P1_I4_M1	0.98
4949	P2_I12_M1	0.86
4950	P2_I12_M1	0.93
4951	UNCLASSIFIED	NA
4952	UNCLASSIFIED	NA
4953	UNCLASSIFIED	NA
4954	P3_I7_M1	0.88
4955	UNCLASSIFIED	NA
4956	UNCLASSIFIED	NA
4957	P2_I12_M2	0.81
4958	P1_I4_M1	0.98
4959	UNCLASSIFIED	NA
4960	UNCLASSIFIED	NA
4961	UNCLASSIFIED	NA
4962	P3_I7_M1	0.84
4963	P3_I7_M1	0.88
4964	P3_I7_M6	0.91
4965	UNCLASSIFIED	NA
4966	UNCLASSIFIED	NA
4967	UNCLASSIFIED	NA
4968	UNCLASSIFIED	NA
4969	UNCLASSIFIED	NA
4970	UNCLASSIFIED	NA
4971	P2_I12_M2	0.86
4972	P1_I4_M1	0.98
4973	UNCLASSIFIED	NA
4974	UNCLASSIFIED	NA
4975	UNCLASSIFIED	NA
4976	P2_I12_M4	0.88
4977	UNCLASSIFIED	NA
4978	P1_I4_M1	0.99
4979	UNCLASSIFIED	NA
4980	UNCLASSIFIED	NA
4981	UNCLASSIFIED	NA
4982	UNCLASSIFIED	NA
4983	UNCLASSIFIED	NA
4984	P2_I12_M5	0.87
4985	UNCLASSIFIED	NA
4986	P2_I12_M2	0.85
4987	UNCLASSIFIED	NA
4988	UNCLASSIFIED	NA
4989	UNCLASSIFIED	NA
4990	P3_I7_M2	0.84
4991	UNCLASSIFIED	NA
4992	UNCLASSIFIED	NA
4993	P2_I12_M4	0.83
4994	P2_I12_M5	0.83
4995	UNCLASSIFIED	NA
4996	P1_I4_M1	0.98
4997	UNCLASSIFIED	NA
4998	UNCLASSIFIED	NA
4999	UNCLASSIFIED	NA
5000	P1_I4_M1	0.97
5001	UNCLASSIFIED	NA
5002	UNCLASSIFIED	NA
5003	UNCLASSIFIED	NA
5004	P3_I7_M3	0.83
5005	UNCLASSIFIED	NA
5006	P2_I12_M4	0.81
5007	P2_I12_M1	0.83
5008	UNCLASSIFIED	NA
5009	UNCLASSIFIED	NA
5010	P10_I6_M2	0.81
5011	P1_I4_M1	0.98
5012	P2_I12_M4	0.82
5013	UNCLASSIFIED	NA
5014	P2_I12_M1	0.88
5015	UNCLASSIFIED	NA
5016	UNCLASSIFIED	NA
5017	P3_I7_M3	0.85
5018	UNCLASSIFIED	NA
5019	UNCLASSIFIED	NA
5020	UNCLASSIFIED	NA
5021	UNCLASSIFIED	NA
5022	UNCLASSIFIED	NA
5023	UNCLASSIFIED	NA
5024	UNCLASSIFIED	NA
5025	UNCLASSIFIED	NA
5026	UNCLASSIFIED	NA
5027	P2_I12_M4	0.87
5028	P2_I12_M1	0.9
5029	UNCLASSIFIED	NA
5030	P3_I7_M1	0.88
5031	UNCLASSIFIED	NA
5032	UNCLASSIFIED	NA
5033	UNCLASSIFIED	NA
5034	UNCLASSIFIED	NA
5035	P2_I12_M3	0.85
5036	UNCLASSIFIED	NA
5037	UNCLASSIFIED	NA
5038	UNCLASSIFIED	NA
5039	P1_I4_M1	0.97
5040	UNCLASSIFIED	NA
5041	UNCLASSIFIED	NA
5042	UNCLASSIFIED	NA
5043	UNCLASSIFIED	NA
5044	UNCLASSIFIED	NA
5045	UNCLASSIFIED	NA
5046	UNCLASSIFIED	NA
5047	UNCLASSIFIED	NA
5048	P1_I4_M1	0.98
5049	UNCLASSIFIED	NA
5050	UNCLASSIFIED	NA
5051	P1_I4_M1	0.98
5052	P1_I4_M1	0.99
5053	P6_I4_M3	0.83
5054	UNCLASSIFIED	NA
5055	UNCLASSIFIED	NA
